gene_id, baseMean, log2FoldChange, lfcSE, stat, pvalue, padj, chrom, start, end
CALR,288840.660848295,0.105833627027673,0.00649128440020101,16.3039578152508,9.25032698551316e-60,6.74428409949161e-58,chr19,12943911,12943913
PALLD,3282.66471891148,-0.122827083906681,0.0452432191944073,-2.71481751506011,0.00663122991001871,0.0225265803631673,chr4,168926383,168926385
BAZ2A,10300.8677205018,-0.175703144785791,0.0236498819247358,-7.42934553943884,1.09136306332908e-13,1.66105213263811e-12,chr12,56598618,56598620
PTEN,21763.6725039367,0.10004446895613,0.0149577551883101,6.68846813553396,2.25518736361404e-11,2.81607696482228e-10,chr10,87965470,87965472
ARMT1,6232.57526822209,-0.122993994933109,0.0309898367655317,-3.96884939613196,7.22205059324907e-05,0.000391596273870654,chr6,151469108,151469110
DSE,973.322419873268,0.247556784995132,0.084804391455679,2.91915053861935,0.00350986682138048,0.0130332157625248,chr6,116437343,116437345
DNAJC1,6287.08487812254,0.106736065036069,0.0298570936064431,3.5748980273497,0.000350364425299077,0.00165955011228808,chr10,21756687,21756689
TSR2,3600.36294846123,0.257199445189423,0.0445169592993902,5.77756093940914,7.57912749493042e-09,7.20256117440445e-08,chrX,54444548,54444550
SLC9A3R2,1194.78710991363,-0.204310176476083,0.0768063074766648,-2.66007028834391,0.00781243459356922,0.0259349878882233,chr16,2037982,2037984
C1orf116,17957.7833363783,-1.27106486802823,0.0177987262991789,-71.4132487158287,0,0,chr1,207021958,207021960
SLC43A1,1862.80769977003,-0.383280693562659,0.0591143288251008,-6.48371894226619,8.94888582540922e-11,1.05895148934009e-09,chr11,57485096,57485098
ZNF708,3342.40263116218,0.151251940624036,0.0433069148802834,3.49255866048535,0.000478416502566988,0.0021992563360376,chr19,21293274,21293276
TRPM8,390.910302440628,-1.68488145039274,0.141760323529003,-11.8854232866365,1.40919368937399e-32,5.3380099501678e-31,chr2,234014610,234014612
MAPK7,324.873415098467,-0.375930767995275,0.150804737178048,-2.49283129316708,0.012672904442604,0.0392726821631976,chr17,19383229,19383231
ARPC5L,2348.05872240705,0.126947826519026,0.0522625233438758,2.42904127846521,0.0151388086261455,0.0456520755568511,chr9,124876938,124876940
PRH1,268.231988177015,-0.724087059033876,0.181707704511052,-3.9849001503942,6.75085065391531e-05,0.000367682308191793,chr12_KI270904v1_alt,80941,80943
PROSER1,2580.03047528279,0.149488920967386,0.0503930270644242,2.96646043462073,0.00301249118836297,0.0114112829623995,chr13,39011365,39011367
SCAPER,3924.83425250331,0.101370475050781,0.0390806179153931,2.59388107092475,0.00948993075471526,0.0306484760573217,chr15,76348633,76348635
NOP10,2974.68761367936,-0.169438778131777,0.0461984038708562,-3.66763273046033,0.000244806477457707,0.00119968595771256,chr15,34341968,34341970
RNF138P1,2228.37595095508,-1.115772878819,0.055909107266481,-19.956907440873,1.30545151382751e-88,1.59488540351485e-86,chr5,55528842,55534542
LRP6,20920.0768951094,0.118627478134782,0.0155523476743226,7.62762514180668,2.39117652446361e-14,3.77934089140455e-13,chr12,12121126,12121128
SLC2A12,15032.471239598,-0.806850939407034,0.019215947564619,-41.9886105899161,0,0,chr6,133991155,133991157
RNU6-14P,906.582402609002,0.228243725010113,0.0860252373427647,2.65321819573346,0.00797283136369952,0.0264028244500926,chr9,15776181,15776286
ADAMTS1,65295.8475185755,-0.125440184864701,0.00890096677629998,-14.092871933721,4.20122382560962e-45,2.24302347634221e-43,chr21,26837579,26837581
MGRN1,2676.14921321265,-0.150221295313068,0.0496616820812311,-3.02489341918288,0.00248720758001468,0.00964788958597798,chr16,4688906,4688908
ABCC4,32989.4246622943,-0.467387350085067,0.0126707837399398,-36.8870118595589,7.46444657675704e-298,4.40110260988705e-295,chr13,95096135,95096137
ZNF253,6138.31979453252,0.156262060344168,0.0303857530271034,5.14260943952207,2.70948511364272e-07,2.13128350499472e-06,chr19,19892745,19892747
SPRED1,1978.02647234413,-0.158286779605443,0.0633123614995941,-2.50009280741262,0.0124160775165324,0.0386357106933676,chr15,38351662,38351664
ATP6V1C1,7934.97522445325,-0.125141282558189,0.0262255317653799,-4.77173479942119,1.82645894078688e-06,1.30224025741382e-05,chr8,103068745,103068747
DDX18,11707.9944084228,0.187121542677388,0.0211991250350267,8.82685216338941,1.07662960846086e-18,2.33977149364386e-17,chr2,117830722,117830724
C6orf201,164.478441266158,-0.784492230526464,0.214348251916083,-3.65989563018966,0.000252317997920906,0.00123259523407976,chr6,4130485,4130765
FAT1,42201.377639018,-0.332130890209771,0.0109550362760891,-30.3176440350722,6.71143408684409e-202,1.97855994894984e-199,chr4,186588592,186588594
MGAT4B,5656.35617247641,-0.139962709096422,0.0330345596094627,-4.23685712027261,2.26670274013621e-05,0.00013417178463111,chr5,179798045,179798047
GNB2,3489.17840592827,-0.273791934122624,0.042932912686642,-6.37720380447914,1.80350393325605e-10,2.05178832540984e-09,chr7,100678799,100678801
ZSWIM6,2229.24072982172,0.26582390017971,0.0543528388080488,4.89070867334984,1.00473578414647e-06,7.40098966258029e-06,chr5,61544315,61544317
TBC1D16,17045.9141099689,-0.116298488092513,0.0170429839268704,-6.82383370139507,8.86424904553576e-12,1.14928197202547e-10,chr17,79940859,79940861
UQCRFS1,4653.04217814691,-0.122031191722397,0.035859411176764,-3.40304505059664,0.000666392916574949,0.0029551845460016,chr19,29207548,29207550
DIS3L,10463.0246242346,0.152877458964195,0.0223741948980279,6.83275799021803,8.32974156457592e-12,1.08198874863232e-10,chr15,66333310,66333312
ARPC2,8577.64736227413,-0.159848900458366,0.0251639609497376,-6.35229488623227,2.12126176190859e-10,2.38923843465468e-09,chr2,218253913,218253915
USP43,2487.4756964483,-1.26854997905262,0.0534869384447023,-23.7170048602448,2.40761867215756e-124,4.53468289071232e-122,chr17,9728988,9728990
MRPL17,9300.85560069648,0.13769425273552,0.0261389711441306,5.2677763013805,1.38086230407934e-07,1.13215681412454e-06,chr11,6682118,6682120
FAM104A,4159.25676848788,-0.172850291298745,0.0387186602656575,-4.46426322896453,8.03447402096039e-06,5.18095588198972e-05,chr17,73209529,73209531
ZNF440,3254.30493658702,0.166683190455278,0.0442827451231268,3.76406634213441,0.000167172501613834,0.000846221087863086,chr19,11832962,11832964
ZNF24,58490.7124528987,0.174401584580362,0.00942242300980485,18.5092077057973,1.74041660050234e-76,1.78801435753123e-74,chr18,35339060,35339062
ADAM9,78569.6638002899,-0.117363556678015,0.00835861772653171,-14.0410245470949,8.74393041087196e-45,4.63189219929042e-43,chr8_KI270822v1_alt,9290,10943
SLC35A4,3783.16055520676,-0.22556643853891,0.0418830681119425,-5.38562356358493,7.21939178324129e-08,6.14577350737822e-07,chr5,140568142,140568144
APLP2,63440.284762224,-0.118621309597687,0.0095146163843952,-12.467271911481,1.12615837592681e-35,4.64189475256639e-34,chr11,130143347,130144811
PIK3R3,54419.0871409935,0.349837493876972,0.0096932804776974,36.0907222979763,3.17097801045873e-285,1.79173469999295e-282,chr1,46043673,46043675
SRSF8,8476.69351307047,-0.334553879973493,0.025732701665339,-13.001117578887,1.20568349001446e-38,5.34322673466864e-37,chr11,95068073,95068075
SLC4A4,20151.7254509781,-0.256480777785403,0.0155468068706792,-16.4973283529441,3.83488078431879e-61,2.92161900652512e-59,chr4,71567045,71567047
EEF2KMT,1234.07664693997,0.220408522726915,0.0736839454137042,2.9912692851803,0.00277820383429863,0.0106217147439875,chr16,5085632,5085634
SRPK1,16523.2640575265,0.122392864092571,0.0177225959909457,6.90603476799337,4.98387883436559e-12,6.59379325588603e-11,chr6,35921044,35921180
TARSL2,11911.8426179404,0.280399541300632,0.0210241721467366,13.3370074856506,1.41007140884095e-40,6.54862273126441e-39,chr15,101654582,101654584
RNF169,19028.4425128096,0.140692460771337,0.0162310772242753,8.66809139204369,4.39423961601029e-18,9.13961402342263e-17,chr11,74836728,74836730
UBE2N,11243.7510068481,0.137301799639943,0.021402136492076,6.41533146425719,1.40516790068311e-10,1.62450826096877e-09,chr12,93410039,93410041
CC2D1B,4479.73827144555,-0.105400016997613,0.036522381891582,-2.8859020561829,0.00390293596751055,0.0143082518763476,chr1,52353519,52353521
SREK1IP1,3923.25308659056,0.206178922322695,0.0397885306385472,5.18186821714268,2.196744059962e-07,1.75029648631873e-06,chr5,64724384,64724386
BLZF1,10024.8260740342,0.126059576187977,0.0230880587597117,5.45994695785982,4.76276854554503e-08,4.14025027218821e-07,chr1,169387180,169387182
GTF2IP4,5638.97791813511,0.11926828578607,0.0326519141681288,3.65271956712683,0.000259477559518127,0.00126665773384641,chr7,73206152,73207296
TSTD2,7864.72994825246,0.132505661897888,0.0275316544769507,4.81284777160125,1.48794629947158e-06,1.07329998761352e-05,chr9,97602469,97602471
NUP58,11850.6548520883,0.102521645684403,0.0216989625445705,4.72472568556307,2.30426185882019e-06,1.61907228328812e-05,chr13,25340132,25340134
MAP2K4,8533.58467899189,-0.124155650239845,0.0255275837783444,-4.86358800417176,1.15276736019156e-06,8.45466639889551e-06,chr17,12141258,12141260
GUCY1A3,45081.3386673782,-0.440194130162848,0.0104646399533544,-42.0649092682589,0,0,chr4,155730229,155730231
KNTC1,6390.34019786095,-0.138822435660751,0.0299322340206654,-4.63789089597879,3.51982492952196e-06,2.41682763894923e-05,chr12,122626226,122626228
CREB3,4241.42149610182,0.100835415027633,0.037624413787844,2.68005278690115,0.00736105511205479,0.0246294765296262,chr9,35736724,35736726
ZMIZ2,1168.56256167461,-0.193311612497926,0.0756348679316968,-2.55585311092893,0.010592782412675,0.0337203573470154,chr7,44767621,44767623
TGFBR3,3105.0470340625,-0.41730533897499,0.0449250338922973,-9.28892652536296,1.55852200891593e-20,3.68245018934755e-19,chr1,91885878,91886279
SLC25A30,6116.5684612643,-0.16055720157311,0.0304048636066798,-5.28064205944459,1.28731966385069e-07,1.05994790294349e-06,chr13,45395974,45395976
SDHC,2931.77866811355,0.113746566105314,0.0460181542302657,2.47177593295351,0.0134443752463308,0.0412597140242539,chr1,161362329,161364745
COX11,6606.81796542477,-0.102854031413271,0.0295553842448846,-3.48004379036531,0.00050133183319622,0.00228830730056343,chr17,54968281,54968703
RPS16P5,312.623325847854,-0.949360995679912,0.176778917269105,-5.37032928103486,7.85930040628296e-08,6.66541418446549e-07,chr6,53334460,53337617
TBC1D19,1777.45152803914,0.173510137333657,0.0621299692756867,2.79269633248566,0.00522707363818966,0.0183714529803562,chr4,26754945,26754947
BLOC1S6,37780.8609519745,0.124840080659744,0.0116876819838428,10.6813379104877,1.2446476663939e-26,3.73421836370966e-25,chr15,45606395,45609716
RHOT1,13088.4084404078,0.185692588356611,0.0200474339106516,9.26266120562936,1.99399256198737e-20,4.69453700227618e-19,chr17,32224616,32225771
ZNF736,9800.40546794687,0.175677309271174,0.0233412720209176,7.52646681439375,5.21317215695036e-14,8.070442689661e-13,chr7,64336994,64336996
NCK2,2481.80160355191,0.234373262276807,0.0537338355292582,4.36174451289988,1.29029489396949e-05,8.00809567831589e-05,chr2,105893174,105893176
NARS2,4795.20711120715,0.210500812556133,0.0365702052428529,5.75607413626075,8.60925882721744e-09,8.14725463753634e-08,chr11,78436670,78436672
ATAD3A,3579.50106107341,-0.147445394004625,0.0413042521241524,-3.56973886275519,0.000357337261795646,0.00169021646571704,chr1,1534070,1534072
DUXAP10,8434.44014798143,0.120188472785202,0.0258934027742637,4.64166389535565,3.45614722356927e-06,2.37912753801131e-05,chr14,19337580,19337674
RAB27B,2200.04924152398,0.215294574120275,0.0543023588761138,3.96473704966392,7.34768975983298e-05,0.00039729673378427,chr18,54889411,54889413
TBCB,6033.77704345561,-0.119857400653025,0.0308042526706753,-3.89093681104381,9.98579376111488e-05,0.000527120861013931,chr19,36125780,36125782
THNSL1,5885.03027967533,0.223044479536265,0.0310991837363274,7.17203645688372,7.38902572978043e-13,1.04269071718577e-11,chr10,25025453,25025455
FKTN,10484.4861229851,0.17584880594683,0.023645753852286,7.43680269385152,1.03151440361663e-13,1.5752665346222e-12,chr9,105635262,105635264
POTEJ,486.949489416558,-0.307619834013147,0.120100102993188,-2.5613619501275,0.0104262668755325,0.0332527293271628,chr2,130657875,130657877
CPEB4,22446.5303133875,0.380346041453085,0.0154691491188665,24.5873925275701,1.72324507571424e-133,3.48789947339713e-131,chr5,173956135,173956137
FAM173A,387.945840394737,-0.535570587899553,0.139045913568236,-3.8517535262676,0.000117275029773823,0.00061167949183185,chr16,722555,722557
HSPA8,431774.045422814,0.20449290172059,0.00627179827230034,32.6051465372765,3.46716190274851e-233,1.2373205937677e-230,chr11,123057734,123057736
MCL1,57244.9212671461,0.28541534667295,0.00952143467038968,29.9760862258029,2.01192005149017e-197,5.68409329547045e-195,chr1,150577364,150577366
SYNGR2,11631.0626399155,-0.12910619167517,0.0220460573913064,-5.85620319241667,4.73568766114489e-09,4.58064624627574e-08,chr17,78171934,78171936
HDDC2,6894.6605347209,0.157665344993076,0.0303781134415956,5.19009665614029,2.10184946427946e-07,1.68061206280034e-06,chr6,125276146,125276148
IRGQ,5996.49737549475,0.127882333030017,0.0307413805597167,4.15994111850634,3.18329650085889e-05,0.0001842453429285,chr19,43592026,43592028
TRMT6,1843.46708029599,-0.156470728175017,0.0604018605864004,-2.59049517110813,0.00958379661330151,0.0309221665174832,chr20,5938535,5938537
CD200,245.901829683847,0.481327665748151,0.172909107232708,2.78370337717585,0.00537421577917158,0.0188028225442069,chr3,112361548,112361550
TOMM70A,22558.1522666432,0.145444595200086,0.0151638204944991,9.5915534777564,8.6768592016842e-22,2.17498868085101e-20,chr3,100365564,100365566
SDF4,13442.9104667926,-0.166596320536385,0.0200651529106383,-8.30276854994999,1.01712903416027e-16,1.9183987249301e-15,chr1,1217512,1217514
SLC43A2,2754.60098838957,-0.256517262003256,0.0505181941720171,-5.07772033833595,3.81990395695309e-07,2.9584076276551e-06,chr17_KI270861v1_alt,5632,5634
NFKBIA,3104.26067877084,-0.372994622284854,0.0456354147152595,-8.17335888393127,2.99920118892637e-16,5.47404674603371e-15,chr14,35402013,35402015
ECE1,2320.24276909728,-0.149254205381294,0.0526599801335679,-2.83430044984298,0.00459261306860174,0.0164763031278593,chr1,21219955,21219957
SNORD141B,5191.04045332099,-0.368173860364332,0.0903647029611924,-4.07431052501158,4.61508692111771e-05,0.000259259294686318,chr9,133020430,133020534
MEX3A,5845.26915448479,0.229185824978211,0.0319581774992475,7.1714297532645,7.42185179548601e-13,1.04623422243852e-11,chr1,156076574,156076576
RPL13AP20,3096.65263099125,0.195519290053837,0.0447633082043962,4.36784719219289,1.25477231186486e-05,7.80548959688046e-05,chr12,12875477,12876136
LATS2,1620.23786528103,-0.257768792885975,0.0646877730257998,-3.98481476218338,6.75327859208915e-05,0.000367682308191793,chr13,20974870,20974872
TSR1,15697.8076796534,0.148420804504737,0.0183190102446094,8.10201001707566,5.40584914400743e-16,9.60795809199015e-15,chr17,2324196,2324198
UBLCP1,5094.74644410262,0.197748681757317,0.0339825690181957,5.81912102205791,5.91578912163271e-09,5.68964654457171e-08,chr5,159284929,159284931
MKNK2,17255.4661391553,0.183184477576635,0.0172200792768781,10.6378417097418,1.98678107399777e-26,5.89556633358505e-25,chr19,2037739,2037741
TMEM259,3333.43114600568,-0.299754137542322,0.0434278564994281,-6.90234705795966,5.11502806022992e-12,6.74755793042587e-11,chr19,1010350,1010352
RPE,5988.54940113175,0.110469966140018,0.0315181698842726,3.50496131423994,0.000456673636375359,0.00210931579798578,chr2,210019789,210019791
FRA10AC1,1060.67835498869,0.248151380893493,0.0796601094945433,3.11512728852691,0.00183865547485999,0.00737692511673855,chr10,93669826,93669828
MTIF3,3074.98967237561,0.174927554974503,0.0472389501167989,3.70303646761819,0.000213034244863175,0.00105359496520406,chr13,27435675,27435677
BIVM,4086.72335261292,0.16028324551494,0.0383471142904938,4.17979940552331,2.91766347168127e-05,0.000169885935334777,chr13,102839863,102839865
DEGS1,9005.91170207491,-0.714610647565928,0.0248427860737173,-28.7653182475358,5.82729716889779e-182,1.58047953814846e-179,chr1,224192476,224192478
AKIRIN1,10771.4338827217,-0.101754820503025,0.0226836227249455,-4.48582758304847,7.26314594714105e-06,4.71721849565037e-05,chr1,39004053,39004055
DPM1,4960.43575571295,0.127479753585347,0.0359612103618669,3.54492388611385,0.000392726474306562,0.00184155038660833,chr20,50935132,50935134
DNAJB11,9232.45975242304,0.22941814386071,0.023984210244916,9.56538245445631,1.1178738810473e-21,2.78155737630871e-20,chr3,186585406,186585408
LHFPL2,1273.66300637138,0.20292730150568,0.0729359630966056,2.78226670205064,0.00539806599207611,0.0188765273126725,chr5,78488897,78488899
RAB27A,442.848738024335,-0.304569750204747,0.125988387288621,-2.41744304184975,0.0156299799626962,0.0468933978482572,chr15,55205507,55205509
PDE4DIP,4820.2546343468,0.162815335058285,0.0364203345934707,4.47045138040753,7.8054687055723e-06,5.03807525541485e-05,chr1,148992258,148992260
SLC46A1,5183.06397898156,0.103039036929604,0.038870938376642,2.65079880323962,0.00803016613852665,0.0265537876138893,chr17,28399656,28399658
SF3A1,6129.20344243163,-0.10029326685385,0.0306972043469512,-3.26717917763123,0.00108624906803183,0.00461485702117156,chr22,30334594,30334596
EMG1,2566.85131125945,-0.15293314508991,0.0505208158846903,-3.02713134005926,0.00246886660878523,0.00958771480003908,chr12,6975807,6975809
RIC8B,3520.88119799949,-0.343798470160986,0.0428673741567592,-8.02004967469595,1.05702409989101e-15,1.84482674628339e-14,chr12,106886013,106886015
RNVU1-18,188.919594060877,0.677108098092687,0.196798099952147,3.44062314756763,0.000580376261031705,0.00261564721696608,chr1_KI270713v1_random,21861,22024
THOC2,29585.7358624207,0.138591554402012,0.013295633107405,10.423840164845,1.92999609136758e-25,5.59245234936661e-24,chrX,123610936,123610938
SLF1,1368.81932504834,-0.186346414236659,0.0708501626323575,-2.63014800973166,0.00853477009637844,0.0280843511890055,chr5,94695310,94695312
UQCRH,23364.9813279332,-0.152613247325761,0.0150555090765825,-10.1367045477816,3.79692842621981e-24,1.04442487602367e-22,chr1,46316582,46316584
GLRX3,5496.62439585028,0.2465214000176,0.0322767338142555,7.6377430701715,2.21062435281652e-14,3.50623121035612e-13,chr10,130179390,130179392
TMEM87A,22359.2434642031,0.145858831681162,0.014732752076117,9.90031128791006,4.1498134800162e-23,1.08850329985493e-21,chr15,42258949,42258951
DLST,6842.6874009709,-0.150957495053777,0.0285277685301629,-5.29159842607975,1.21251904480129e-07,1.00139895045982e-06,chr14,74902196,74903747
IRAK1,14710.1575748274,-0.158124972927843,0.0186374371218631,-8.48426593709874,2.17084767446044e-17,4.27269453024065e-16,chrX,154011859,154011861
WDR89,9382.72653670005,0.151301018654787,0.0241341673879246,6.2691625620567,3.62995014037614e-10,3.97302290989837e-09,chr14,63598779,63598781
STXBP1,3362.04344810407,-0.140740008195155,0.0431245905837208,-3.26356740528183,0.00110019009982677,0.00466823465073557,chr9,127690855,127690857
ZC3H12A,1447.12968845675,0.193749930196191,0.0677898556854125,2.85809621863354,0.0042619113714766,0.0154146365408019,chr1,37483609,37483611
E4F1,1899.64616809738,-0.176344381028912,0.0596757939551922,-2.95504038306253,0.00312628126912273,0.0117863498166732,chr16,2235232,2235234
CPSF3L,4832.2743018702,-0.149625255083766,0.0346996463177985,-4.31201095577216,1.61776415745784e-05,9.88220708976836e-05,chr1,1311859,1311861
ESD,5968.82202089651,0.158515442203408,0.030899665220895,5.13000516575876,2.89734227523569e-07,2.27114789563417e-06,chr13,46771416,46771418
WDR55,3993.6966950779,0.164830861720184,0.0388641399207936,4.24120698556856,2.22320991452207e-05,0.000131827501752662,chr5,140669652,140669654
PHIP,34970.4236251408,0.187120711628985,0.0117205394801333,15.9651961367616,2.23338517529053e-57,1.52964325061186e-55,chr6,78940693,78940695
SLC37A3,17676.8104714571,0.205633835908328,0.01692656990102,12.1485827967979,5.83685893505773e-34,2.28767757278375e-32,chr7,140335412,140335414
PEX10,4730.02797562278,-0.30798546816792,0.0356923989587951,-8.62888113862762,6.19550346776494e-18,1.26341688009564e-16,chr1,2405766,2405768
TNS3,86.0651539734813,-1.15769105788601,0.308804567616407,-3.74894408726519,0.00017758066697991,0.00089456590821492,chr7,47278076,47278078
PTGER4,306.770548055135,-1.25292267352456,0.156184773214116,-8.0220539284384,1.0399146414655e-15,1.81730443980845e-14,chr5,40692376,40692378
GLYATL2,350.765852563183,-0.419436893088523,0.141400650688361,-2.96630101096873,0.00301405334370326,0.011414012117833,chr11,58834429,58834431
MFHAS1,2595.56934142285,-0.319577033163451,0.0496859951164408,-6.43193383597354,1.25990585906415e-10,1.46657367852094e-09,chr8,8786022,8786024
SNORD22,347.769650572338,0.497258096496982,0.142588824744587,3.48735672229362,0.000487820223670965,0.00223490880175742,chr11,62852910,62853035
FAM72B,536.027518872529,0.297033415207845,0.112699760962059,2.63561708270031,0.00839844462551737,0.0276636646992084,chr1,121168741,121168743
BTN3A1,2231.36527447888,0.227415691561969,0.0552631941810852,4.11513838336558,3.86947196019256e-05,0.000220849786414863,chr6,26412743,26412745
TMEM54,2928.22154889373,-0.240465583731201,0.0472297260445368,-5.0914033146084,3.55423098227382e-07,2.76528550491195e-06,chr1,32894805,32894807
CELSR2,5168.24116775585,-0.241230290351319,0.034561346049115,-6.97977127420058,2.95661015147282e-12,3.97369576453151e-11,chr1,109274047,109274049
RHOV,1626.27355353014,0.225937780300417,0.0634916440809189,3.55854354649352,0.000372916969493865,0.00175655679864755,chr15,40873058,40873060
ZFP62,12414.1730648293,0.173297521479211,0.0211812500044715,8.18164751573334,2.79989060911859e-16,5.14489384149827e-15,chr5,180848792,180848794
SET,93416.033973454,0.205255439817799,0.00869070706862029,23.6178067212642,2.52942545626944e-123,4.63534305573917e-121,chr9,128694662,128694664
ZNF763,924.827592067834,0.231210277990767,0.0889816906572037,2.59840284313646,0.00936585450606465,0.0303009264105477,chr19,11979107,11979109
JUND,2202.25755840298,-0.336497622327786,0.0600451109643192,-5.60408028103644,2.09363658784355e-08,1.89784797912743e-07,chr19,18280441,18280443
CBLL1,8415.02217162896,-0.135343302089255,0.0254944359613388,-5.30873882813084,1.1038637384527e-07,9.14446924688889e-07,chr7,107758143,107761667
TMEM50B,11201.7850564045,0.163051123749205,0.0214695878942064,7.59451576586641,3.08945536556594e-14,4.84348025577337e-13,chr21_GL383581v2_alt,83967,84138
TIMM44,7075.03163795275,0.205184000969875,0.0279958131986105,7.32909594424849,2.31710463347446e-13,3.4378835814603e-12,chr19,7927187,7927189
TBC1D8,3124.35082933039,-0.254063835556348,0.0451989844961901,-5.62100760422535,1.898469154303e-08,1.73134769344337e-07,chr2,101007821,101007823
TMOD3,19036.4147493271,0.121746600819814,0.0159915447581472,7.61318575916738,2.67421007666777e-14,4.21195851912794e-13,chr15,51908808,51908810
MBOAT2,12098.2009157278,-0.689411191201271,0.0216685556072375,-31.8162042591802,3.86403271624349e-222,1.27805238207263e-219,chr2,8858679,8858681
ALS2,5502.72186050143,0.144265632033217,0.0327686942279753,4.40254442333118,1.06988674064964e-05,6.74197680759749e-05,chr2,201760803,201760805
NLRP7,651.339817130338,0.28455528076681,0.103282657120603,2.75511192972637,0.0058672060006956,0.0202662202178892,chr19_KI270938v1_alt,906222,906224
SC5D,10381.9414916046,-0.168166211644512,0.0223730912430385,-7.51644955172824,5.62837847985348e-14,8.68332657170569e-13,chr11,121307510,121307512
NEDD8,5087.09336267745,-0.164451355621453,0.0340298058576053,-4.83256814069365,1.34782956445052e-06,9.75342407871583e-06,chr14,24217127,24217129
GCNT1,19445.5890420103,-0.262931863125706,0.0166600987651735,-15.7821311164939,4.13004740449026e-56,2.77265212140061e-54,chr9,76503666,76503668
ABCE1,27321.615151485,0.180041696542178,0.0134336231610682,13.4023185244584,5.86033649328015e-41,2.79831067554127e-39,chr4,145127571,145127573
DDX54,7528.2762698387,-0.118103744987547,0.0272342931869188,-4.33658197688327,1.44715469786179e-05,8.89613094184216e-05,chr12,113158877,113158879
HSPA1L,1472.38678151296,0.22527565673479,0.0713672280997442,3.1565700775143,0.00159636523212399,0.00650099366751754,chr6_GL000255v2_alt,3065876,3065878
EMC9,523.58099065768,0.284788271604354,0.116283399741588,2.44908793720538,0.0143218477510053,0.0436054282333595,chr14,24139010,24139012
SORBS2,3791.811555716,-0.289616358382645,0.0453361684006476,-6.38819663415817,1.67853416862419e-10,1.91765811800443e-09,chr4,185587627,185587629
MYSM1,8895.36224047041,0.139831640935336,0.0249037242764015,5.61488873645452,1.96688765865317e-08,1.79013178114065e-07,chr1,58659997,58659999
CMBL,6215.74310715346,0.304245096597023,0.0300465528197838,10.1257904166862,4.24534646031342e-24,1.16540776008725e-22,chr5,10280453,10280455
XAB2,4520.53643993614,-0.116371357253679,0.0360741598057994,-3.22589238058902,0.00125580567472797,0.00524160688057434,chr19,7619586,7619588
DAGLA,418.393920887304,-0.44459904946474,0.129832187814403,-3.42441313628867,0.000616128775629299,0.00274936568815693,chr11,61744487,61744489
SNORD3A,7067.93595711807,0.312225591236528,0.0280025159417476,11.1499120966858,7.16771420646172e-29,2.40003388527969e-27,chr17,19188016,19188232
ZNF624,1898.18565941355,0.271675233082102,0.0614456963332948,4.42138748999567,9.80691248415983e-06,6.22328218051902e-05,chr17,16622288,16622290
LOC101927045,2195.12295175542,0.165371511853205,0.0566146789951126,2.9210006095324,0.00348909144847393,0.0129809517510988,chr14,24501560,24502197
