gene_id,LNCaP_DHT_RNA_rep1,LNCaP_DHT_RNA_rep2,LNCaP_Veh_RNA_rep1,LNCaP_Veh_RNA_rep2
TMEM63A|TMEM63A,3.432643,3.414557,3.113259,3.086632
LOC101928418|LOC101928418,0.0,0.0,0.0,0.0
MEGF10|MEGF10,0.035913,0.036487,0.049097,0.056158
GOLGA2P7|GOLGA2P7,5.225575,5.094892,4.235475,4.417202
MIR4666A|MIR4666A,0.056816,0.0,0.075724,0.0
SIRT2|SIRT2,10.254901,10.039456000000001,10.202194,9.662888
MIR1183|MIR1183,0.160262,0.071018,0.193246,0.343444
SLC25A26|SLC25A26,6.956339999999999,6.991451,6.7186319999999995,6.778602
MIR519A1|MIR519A1,0.0,0.0,0.0,0.0
TRIM38|TRIM38,7.876802,7.9438,8.676083,8.880283
AKNA|AKNA,0.375644,0.366135,0.300217,0.310216
KLHL21|KLHL21,7.106274,7.454698,7.224385,7.235386
MIR3975|MIR3975,0.528643,0.55196,0.29301,0.225085
KIR3DL2|KIR3DL2,0.001646,0.0,0.0,0.0
APOA4|APOA4,0.0,0.0,0.0,0.0
BSPH1|BSPH1,0.0,0.0,0.0,0.0
CDK20|CDK20,2.700506,2.5721100000000003,2.951336,2.771573
ST8SIA4|ST8SIA4,2.964794,3.001965,3.3503190000000003,3.372998
LOC101928565|LOC101928565,0.0,0.0,0.0,0.0
MVK|MVK,2.80944,2.744771,2.7779809999999996,2.900241
CDC45|CDC45,3.92555,3.7402580000000003,3.381659,3.5583110000000002
PAM|PAM,2.238264,2.195953,2.103078,2.19436
LOC101927354|LOC101927354,0.0,0.0,0.0,0.0
C18orf8|C18orf8,11.714329000000001,11.930233,12.089109,11.888362
ABHD11-AS1|ABHD11-AS1,0.751629,0.89229,0.797238,0.994657
RWDD4|RWDD4,5.2518839999999996,5.416989,5.094538999999999,5.135225999999999
AKR7A2|AKR7A2,5.19853,5.091591,4.497355,4.737045
MIR5001|MIR5001,0.000123,0.000125,0.000171,0.000184
CHCHD6|CHCHD6,6.858041,5.957498,5.54497,5.644286
CALR|CALR,1138.536377,1133.823853,1192.211182,1200.999023
PALLD|PALLD,5.8016499999999995,6.202968,5.292985,5.148394
PROB1|PROB1,0.444913,0.417162,0.397761,0.414765
PDXK|PDXK,14.784949,14.68706,13.717668,14.290359
PCYOX1|PCYOX1,30.669941,30.534992,29.399384,30.335915
ZNF124|ZNF124,29.400869000000004,29.470909,28.092834000000003,27.497916000000004
MIR7845|MIR7845,0.0,0.0,0.0,0.0
CCDC26|CCDC26,0.0,0.0,0.0,0.0
TRIM74|TRIM74,0.0,0.0,0.0,0.0
C10orf12|C10orf12,18.58964,18.997648,16.965607,17.3743
CEACAM21|CEACAM21,0.0,0.0,0.0,0.0
SCGB2A1|SCGB2A1,0.0,0.0,0.0,0.0
BAZ2A|BAZ2A,9.568916,9.538644,8.092903,8.461759
LINC01271|LINC01271,0.015748,0.0256,0.086892,0.090208
SLC12A7|SLC12A7,6.771464,6.642977,6.240273,6.201482
ITGB6|ITGB6,0.019131,0.022403,0.0,0.0
CLEC5A|CLEC5A,0.0,0.0,0.003043,0.002992
NUB1|NUB1,25.571226000000003,25.706026,26.579422,26.832424
IFNL1|IFNL1,0.0,0.0,0.0,0.0
MIR6803|MIR6803,0.154986,0.399939,0.253094,0.557518
SLCO4C1|SLCO4C1,0.0,0.0,0.0,0.0
YIPF5|YIPF5,18.550317,18.273868999999998,18.724563,19.279743
GOLGA8M|GOLGA8M,0.061689999999999995,0.069583,0.036286,0.06077
ZNF614|ZNF614,9.838885,10.111716,10.420556,10.410169
KLHL41|KLHL41,0.381891,0.327102,0.317181,0.305783
BEST3|BEST3,0.094129,0.085893,0.039899,0.105199
PTEN|PTEN,18.740112999999997,18.893301,19.684356,19.826656999999997
LINC00906|LINC00906,0.0,0.0,0.0,0.0
RPLP0|RPLP0,1536.7713620000002,1510.302552,1438.5149689999998,1425.262055
LEAP2|LEAP2,0.601423,0.50713,0.547272,0.663369
SIRPG-AS1|SIRPG-AS1,0.0,0.0,0.0,0.0
SNORD27|SNORD27,14.750935,18.1112,13.549017,15.213246
ARMT1|ARMT1,19.155891999999998,20.375122,17.856185,17.768480999999998
OR10H5|OR10H5,0.0,0.0,0.0,0.0
AMIGO1|AMIGO1,2.119799,2.235946,2.378691,2.408473
ACTG2|ACTG2,0.0,0.0,0.0,0.0
LINC00690|LINC00690,0.0,0.0,0.0,0.0
ARSJ|ARSJ,0.085905,0.084293,0.089607,0.091769
DSE|DSE,1.7342659999999999,1.703766,1.90286,2.114845
DNAJC1|DNAJC1,22.73414,22.69375,23.655474,24.185043
LOC102724699|LOC102724699,0.019891,0.025612,0.0,0.019695
MIR191|MIR191,0.070471,0.168431,0.118437,0.094764
SAMD10|SAMD10,0.444827,0.47336,0.410893,0.36906
AMY2B|AMY2B,0.129272,0.113022,0.141173,0.096674
TSR2|TSR2,19.656595,19.039438,21.725576,23.53261
TGFBI|TGFBI,0.045942,0.035108,0.043263,0.03374
DICER1|DICER1,20.901454,21.195452,19.246143,19.663796
ST3GAL6-AS1|ST3GAL6-AS1,0.0,0.0,0.0,0.0
ZGLP1|ZGLP1,0.116216,0.196579,0.158458,0.165305
PCMTD1|PCMTD1,30.945461,30.487208,31.767954,31.928933999999998
IPP|IPP,15.076459,15.441688,15.494276000000001,15.292326
SLC9A3R2|SLC9A3R2,4.483473,4.593387,4.00531,3.749015
FRMD6|FRMD6,1.069887,1.040203,1.073271,1.111326
PPP2R1A|PPP2R1A,56.686739,57.673536,53.173801,52.989070999999996
MIR6891|MIR6891,0.09223600000000001,0.038191,0.0,0.0
TTC25|TTC25,0.833342,0.704663,0.664562,0.7400300000000001
SMYD4|SMYD4,4.292614,4.307836,4.525529,4.616197
GPR108|GPR108,6.743872,6.840738,6.519306,6.468035
LOC101927919|LOC101927919,0.068191,0.053913,0.057726,0.06384
SGCZ|SGCZ,0.038972,0.01877,0.0,0.039257
MIR6860|MIR6860,0.0,0.0,0.0,0.0
CYP3A43|CYP3A43,0.20377499999999998,0.18282900000000002,0.080134,0.12106300000000002
COPS2|COPS2,26.494435000000003,27.158083,27.145555,27.418461
OTX2|OTX2,0.0,0.0,0.0,0.0
TMEM161B-AS1|TMEM161B-AS1,7.3441019999999995,7.515780000000001,7.372689,7.426862
CCDC181|CCDC181,0.181967,0.172917,0.173118,0.185624
BCL2L1|BCL2L1,31.295579,31.785029,28.980445,29.589602999999997
KATNA1|KATNA1,7.470569,7.549568,7.657124,8.021207
MIR5682|MIR5682,0.060371,0.146214,0.406218,0.221136
MIR1266|MIR1266,0.058184,0.044904,0.0,0.0
MUL1|MUL1,10.330662,10.290368,9.77678,9.958811
LINC01370|LINC01370,0.011903,0.030132000000000003,0.0,0.0
ZNF705A|ZNF705A,0.004056,0.006553,0.005177,0.0049
MIR93|MIR93,0.115952,0.196244,0.201633,0.152308
SLC15A3|SLC15A3,0.035543,0.029324,0.0,0.025025
C1orf116|C1orf116,36.377715,36.504011,14.515342,15.099559000000001
SLC43A1|SLC43A1,6.93621,6.9576899999999995,5.222253,5.193789000000001
FTO-IT1|FTO-IT1,0.413992,0.34966,0.290148,0.382369
LINC00619|LINC00619,0.0,0.0,0.0,0.0
OR4D2|OR4D2,0.0,0.0,0.0,0.0
SORT1|SORT1,9.908062,9.998624999999999,9.571104,9.631132000000001
GCSAM|GCSAM,0.023578,0.01995,0.035161,0.026873
PCDH11X|PCDH11X,5.0788329999999995,5.110176,5.237303000000001,5.30813
CHMP6|CHMP6,3.115062,3.167469,2.727578,2.643351
UGT1A1|UGT1A1,0.0,0.022117,0.005078,0.005013
SIRT1|SIRT1,15.405249,15.255897000000001,14.235917,14.475749
TMEM171|TMEM171,0.043175,0.075874,0.054456,0.058098
USP22|USP22,181.272873,182.479156,173.537689,174.983124
MAPK7|MAPK7,0.9944649999999999,0.929948,0.7528779999999999,0.666303
AIF1|AIF1,0.13295,0.18125200000000002,0.134482,0.15461999999999998
IL1F10|IL1F10,0.286756,0.223332,0.252506,0.105655
APBB1|APBB1,4.192683000000001,3.8914830000000005,4.2426189999999995,3.9265689999999998
ARPC5L|ARPC5L,17.237309,17.135857,18.167086,18.764439
SIGLEC11|SIGLEC11,0.0,0.0,0.0,0.0
TRNP1|TRNP1,1.771532,1.739868,1.634993,1.455788
MIR149|MIR149,0.0,0.0,0.0,0.0
KAT8|KAT8,11.244202000000001,10.782240000000002,10.852332,11.071475
PRH1|PRH1,2.065778,2.726134,1.601436,1.300242
ENOSF1|ENOSF1,6.294261,6.1684600000000005,6.264037,6.296945000000001
PNPT1|PNPT1,11.334132,10.880276,11.157857,11.630693
TMEM150C|TMEM150C,0.229864,0.223275,0.204202,0.187324
PP14571|PP14571,0.055781,0.058225,0.047296,0.040204
B3GALNT1|B3GALNT1,0.0,0.0028,0.0,0.0
PRDM5|PRDM5,0.003692,0.0,0.0,0.001964
C20orf166-AS1|C20orf166-AS1,0.0,0.0,0.0,0.0
MIR485|MIR485,0.0,0.0,0.0,0.0
RPL36A|RPL36A,235.589725,224.615885,218.10117499999998,216.82967399999998
TDRD6|TDRD6,0.039188,0.044096,0.054359,0.055018
TMEM207|TMEM207,0.0,0.0,0.0,0.007259
MIR4636|MIR4636,0.0,0.0,0.0,0.0
PLEKHS1|PLEKHS1,0.171296,0.15789599999999998,0.111775,0.168124
PROSER1|PROSER1,3.617294,3.711325,3.911206,4.103029
CBWD5|CBWD5,26.196116999999997,26.850394,23.877161,20.411848
PLEKHA4|PLEKHA4,0.0,0.0,0.0,0.0
SCAPER|SCAPER,6.297765,6.2634479999999995,6.5721989999999995,6.619025000000001
TNS2|TNS2,1.022681,0.9874240000000001,1.086942,1.121531
DVL2|DVL2,3.067439,3.024216,2.842561,2.786581
NOP10|NOP10,46.571388,45.369991,39.578495,40.233528
MIR183|MIR183,0.0,0.0,0.0,0.0
ZNF385D-AS1|ZNF385D-AS1,0.0,0.0,0.0,0.0
DNAH3|DNAH3,0.013206,0.014279,0.015807,0.01901
ATP5F1|ATP5F1,44.623066,45.098259,41.385715,42.238762
LOC100289561|LOC100289561,0.906603,0.766779,0.991893,1.098873
DDX47|DDX47,23.344559,24.003459000000003,23.728518,23.78134
GLDN|GLDN,0.011656,0.003991,0.009163,0.006923
AFF4|AFF4,37.255726,37.430683,36.380596,37.505341
CLDN11|CLDN11,0.00354,0.0,0.014045,0.005707
LINC01555|LINC01555,0.0,0.003499,0.0,0.00448
CNEP1R1|CNEP1R1,2.923763,2.883173,2.683492,2.8467729999999998
MRPL10|MRPL10,10.784614,11.118758,10.337003,10.324508
OR14J1|OR14J1,0.0,0.0,0.0,0.0
BAZ2B|BAZ2B,5.638337,5.680834,5.857944,5.8365160000000005
SNORD103B|SNORD103B,0.588082,0.5963430000000001,0.44399199999999994,0.682139
LOC101927120|LOC101927120,0.0,0.0,0.003609,0.0
MIR6767|MIR6767,0.028714,0.171701,0.105207,0.032237
MTRNR2L9|MTRNR2L9,29.831591,26.465763,28.395836,25.682478
RNF138P1|RNF138P1,4.24229,4.115159,1.843994,1.922039
PROK1|PROK1,0.0,0.0,0.0,0.0
TMEM179B|TMEM179B,14.181928,14.181323,12.781914,12.707283
RPS7P5|RPS7P5,0.0,0.0,0.0,0.0
MIR675|MIR675,0.0,0.0,0.015052,0.0
MIR4682|MIR4682,0.0,0.0,0.0,0.140491
HOXD4|HOXD4,0.0,0.019115,0.0,0.0
BTBD9|BTBD9,4.97827,4.8882200000000005,4.891692,4.995245
MMRN1|MMRN1,0.0,0.0,0.0,0.0
LRP6|LRP6,15.426907,15.689429,16.472488,16.612673
ANKRD30BL|ANKRD30BL,0.0,0.0,0.013381,0.0
KRTAP4-12|KRTAP4-12,0.0,0.0,0.0,0.0
MIR4704|MIR4704,0.0,0.0,0.0,0.0
ZNF222|ZNF222,2.696338,2.919995,3.088659,3.320176
LOC102724957|LOC102724957,0.0,0.0,0.0,0.0
MIR3064|MIR3064,80.349327,81.946938,75.260086,76.84288
KIAA1217|KIAA1217,12.732973,12.903622000000002,12.323255000000001,12.827479999999998
FAM162A|FAM162A,110.553444,111.533707,113.247101,113.895836
LVCAT8|LVCAT8,0.064096,0.068227,0.194806,0.077246
MIR4480|MIR4480,0.0,0.0,0.07222,0.0
KIAA0825|KIAA0825,0.658515,0.64916,0.621792,0.685472
CCL21|CCL21,0.0,0.0,0.0,0.024881
SLC2A12|SLC2A12,26.543003,26.797167,14.617102,15.195088
GZMA|GZMA,0.0,0.0,0.0,0.0
GNPTAB|GNPTAB,18.210194,18.200064,18.351936,18.403719
LOC101927869|LOC101927869,0.0,0.0,0.0,0.0
PRKAG2-AS1|PRKAG2-AS1,0.287637,0.179876,0.215693,0.188598
LOC392232|LOC392232,0.0,0.0,0.0,0.0
ADIRF|ADIRF,0.0,0.0,0.0,0.0
RNU6-14P|RNU6-14P,61.587265,60.103691,69.680763,69.52002
NEU3|NEU3,12.189455,12.583591,12.000748,12.421743
LINC01105|LINC01105,0.0,0.003419,0.00054,0.002726
STAR|STAR,0.067006,0.053853,0.053591,0.042367
PPIP5K2|PPIP5K2,11.417646,11.645908999999998,11.460225,11.840278999999999
UBE2F|UBE2F,8.577221,8.86035,8.102632,8.152377000000001
TIPARP-AS1|TIPARP-AS1,0.393221,0.369067,0.410623,0.355351
LAMP3|LAMP3,0.0,0.0,0.0,0.003292
ZNF345|ZNF345,4.005386000000001,4.4897979999999995,5.088589999999999,4.968907
SIGLEC5|SIGLEC5,0.0,0.00594,0.004234,0.004038
RGS13|RGS13,0.0,0.0,0.0,0.0
LINC00581|LINC00581,0.0,0.0,0.0,0.0
SNORD115-12|SNORD115-12,0.0,0.0,0.0,0.004643
CLMP|CLMP,0.374783,0.352402,0.347332,0.46237
MIR221|MIR221,0.052592,0.0,0.086431,0.056339
GOLGA7B|GOLGA7B,0.0,0.005929,0.003313,0.00562
SNORD64|SNORD64,0.000732,0.00067,0.000819,0.000875
KCNIP2-AS1|KCNIP2-AS1,0.138677,0.192692,0.117207,0.129159
C11orf24|C11orf24,2.5063690000000003,2.770726,2.346946,2.337617
SNORD113-1|SNORD113-1,0.0,0.0,0.0,0.0
RGS10|RGS10,19.501893000000003,18.593107999999997,19.045498,20.128913
TLR8|TLR8,0.0,0.0,0.0,0.002413
ENHO|ENHO,0.123338,0.080667,0.043305,0.019001
OR2W3|OR2W3,0.0,0.0,0.0,0.0
CRYBB2P1|CRYBB2P1,2.997565,3.192375,3.0660990000000004,2.656389
GPR68|GPR68,0.107102,0.104048,0.086581,0.11918
SKINTL|SKINTL,0.0,0.0,0.0,0.022593
SOWAHC|SOWAHC,2.290968,2.259015,2.449787,2.305524
TICAM2|TICAM2,0.00746,0.013798,0.01214,0.00983
NDUFAF6|NDUFAF6,4.090261,4.180996,3.979659,4.017942
ADAMTS1|ADAMTS1,114.330856,113.961014,102.081108,103.046112
C5orf67|C5orf67,0.0,0.0,0.0,0.0
GPRC5B|GPRC5B,1.048277,1.074273,0.815187,0.913275
CYP2C9|CYP2C9,3.837191,3.803256,3.952178,3.62383
RHOXF2|RHOXF2,0.0,0.0,0.0,0.0
FLT3LG|FLT3LG,0.0,0.026799,0.032617,0.032167
NDUFA8|NDUFA8,36.712086,36.505569,35.100433,34.253899
RBM48|RBM48,5.081916,5.209544,5.68296,5.687707
OLR1|OLR1,0.0,0.0,0.0,0.0
TFCP2L1|TFCP2L1,0.012642,0.006302,0.009284,0.008721
LOC100996325|LOC100996325,0.021824,0.03708,0.061101,0.061088
LINC01489|LINC01489,0.0,0.0,0.0,0.0
LOC101928837|LOC101928837,4.197085,3.8182679999999998,3.7842209999999996,3.298473
MGRN1|MGRN1,4.575493,4.793336,4.08732,4.083453
LINC00839|LINC00839,4.318615,4.48121,4.040926,3.95626
VPS9D1-AS1|VPS9D1-AS1,2.27659,2.2362,2.156798,2.149917
LINC00572|LINC00572,0.034693,0.099463,0.120016,0.0
LOC101927708|LOC101927708,0.103684,0.154652,0.269836,0.136701
PRORSD1P|PRORSD1P,1.030126,1.081386,0.896976,0.818493
MAP4K1|MAP4K1,0.386807,0.39995,0.386539,0.434689
TP53INP2|TP53INP2,1.166615,1.20327,1.09439,1.222348
CASC10|CASC10,0.263926,0.276467,0.176377,0.203795
LOC440600|LOC440600,0.091221,0.134911,0.104656,0.122546
ACSBG2|ACSBG2,0.249519,0.276528,0.285966,0.280658
DUSP6|DUSP6,0.05776,0.080926,0.106102,0.120726
CCAT2|CCAT2,0.164588,0.171363,0.122617,0.153543
TFAP2A-AS1|TFAP2A-AS1,0.27706,0.214365,0.182786,0.109817
FLNA|FLNA,40.024634,40.238942,36.959112000000005,36.977271
EXOSC2|EXOSC2,18.258746,18.66883,19.854084,19.987175
NDP|NDP,0.397679,0.418667,0.493667,0.450507
KRT16P2|KRT16P2,0.0,0.0,0.0,0.0
HMGA1P7|HMGA1P7,0.0,0.0,0.0,0.0
PSG8|PSG8,0.0,0.0,0.0,0.0
OR51B5|OR51B5,0.190158,0.097879,0.152307,0.135171
SUCLG1|SUCLG1,13.680108,13.732723,12.950137,12.697796
MIR4722|MIR4722,0.453832,0.513124,0.356084,0.399151
RGPD4|RGPD4,1.471101,1.508719,1.474967,1.47872
LOC283045|LOC283045,0.0,0.011007,0.021275,0.0
TMEM180|TMEM180,0.474021,0.475666,0.403856,0.426645
MIR892C|MIR892C,0.0,0.0,0.0,0.0
COG8|COG8,14.636054,15.217493,14.829843,14.933076
NBAS|NBAS,10.704487,10.617948,10.453842,10.579518
NEURL3|NEURL3,0.033741,0.030015,0.026181000000000003,0.039827
SON|SON,38.300346999999995,38.411452,38.699265,39.148042999999994
ABCC4|ABCC4,52.841785,53.269941,37.950732,37.532021
PLA2G4E|PLA2G4E,0.028706,0.026665,0.023698,0.019725
LOC101927043|LOC101927043,0.131772,0.146362,0.123138,0.10542199999999999
KRTAP6-2|KRTAP6-2,0.0,0.0,0.0,0.0
POM121L2|POM121L2,0.001573,0.0,0.0,0.0
GPR6|GPR6,0.0,0.0,0.0,0.0
ZNF253|ZNF253,19.33573,19.437206,21.22262,21.110619
BTBD16|BTBD16,0.0,0.05511,0.075784,0.087021
SPRED1|SPRED1,2.291375,2.200561,1.851901,2.088821
LOC113230|LOC113230,0.338365,0.350394,0.322678,0.362846
PRR34-AS1|PRR34-AS1,3.563719,3.701972,3.177305,3.301337
LCNL1|LCNL1,0.0,0.0,0.0,0.0
ATP6V1C1|ATP6V1C1,11.255157,11.419488,10.113894,10.241423
OR4K17|OR4K17,0.0,0.0,0.0,0.0
LOC101926975|LOC101926975,0.0,0.0,0.0,0.0
LINC01600|LINC01600,0.02217,0.0,0.008251,0.0
LOC101927849|LOC101927849,0.0,0.0,0.0,0.0
LOC284788|LOC284788,0.0,0.0,0.0,0.0
GOLGA6L1|GOLGA6L1,0.005953,0.00369,0.0033539999999999998,0.003968
PPARGC1B|PPARGC1B,0.8032140000000001,0.834448,0.698291,0.766417
ERICH6B|ERICH6B,0.0,0.0,0.0,0.004252
ABCA4|ABCA4,0.067553,0.05798,0.076973,0.083544
MIR2115|MIR2115,0.0,0.0,0.0,0.0
DMTF1|DMTF1,13.855908,14.027882,13.960245,14.151481
PRDX6|PRDX6,99.042152,99.540352,102.070251,102.983398
SNORA107|SNORA107,0.0,0.0,0.0,0.0
TENM4|TENM4,0.020842,0.011724,0.019839,0.014165
HNRNPR|HNRNPR,24.462633,24.345223999999998,25.217442,25.301479
SLC22A2|SLC22A2,0.017312,0.0,0.01246,0.018064
ZNF311|ZNF311,0.0,0.01791,0.0,0.0
URB1-AS1|URB1-AS1,14.776284,15.408675,13.950097,13.979315
DDX18|DDX18,22.323486,22.692083,24.893082,25.436302
SCRN2|SCRN2,2.9553529999999997,3.155752,3.128797,3.169866
ELK1|ELK1,3.7808849999999996,3.722092,3.414365,3.361812
CAMK1D|CAMK1D,1.50856,1.748489,1.745703,2.826021
PKD1L1|PKD1L1,0.024334,0.022085,0.015244,0.0
ADD2|ADD2,0.209887,0.248539,0.24257,0.252461
MCM3AP-AS1|MCM3AP-AS1,5.642434,5.699618000000001,5.648077,6.340605
PTOV1-AS1|PTOV1-AS1,2.227138,2.362158,2.11915,2.049398
ADCY4|ADCY4,0.0,0.00781,0.0,0.0
SLC26A11|SLC26A11,2.4714039999999997,2.376309,2.238401,2.32375
OR5B17|OR5B17,0.0,0.0,0.0,0.0
DLGAP1-AS3|DLGAP1-AS3,0.0,0.0,0.0,0.0
MIR545|MIR545,0.175021,0.150997,0.125973,0.146659
RALY-AS1|RALY-AS1,1.409914,1.295857,1.439917,1.401936
CD3G|CD3G,0.0,0.0,0.0,0.0
LOC101928231|LOC101928231,0.0,0.022054,0.0,0.0
CADPS|CADPS,0.0,0.0,0.0,0.0
MPP3|MPP3,2.004678,1.781566,1.939323,1.889677
LINC01337|LINC01337,0.0,0.0,0.0,0.0
NOLC1|NOLC1,55.202568,55.457585,53.53104200000001,55.316519
ANKRD53|ANKRD53,0.019525,0.021255,0.019551,0.015062
LOC286437|LOC286437,0.955264,0.988754,1.013329,0.896681
MASTL|MASTL,4.999238,4.889222,4.956738,4.792325999999999
RPS27|RPS27,670.143738,659.888672,644.000854,660.732056
KRT222|KRT222,0.017189,0.031906,0.029308,0.0
ROPN1L|ROPN1L,0.384913,0.311604,0.350447,0.339541
C6orf201|C6orf201,0.558295,0.543531,0.27531,0.31727
MICALL2|MICALL2,1.339149,1.354072,1.205948,1.290371
OR2AP1|OR2AP1,0.0,0.0,0.0,0.0
BATF2|BATF2,0.074057,0.113331,0.09264800000000001,0.111294
OR10X1|OR10X1,0.0,0.0,0.0,0.0
BPIFA1|BPIFA1,0.0,0.0,0.0,0.0
GLB1L3|GLB1L3,0.0,0.052948,0.0,0.0
MRS2P2|MRS2P2,0.077422,0.103234,0.10063,0.095082
GNA14|GNA14,0.541183,0.566757,0.511141,0.504219
IL13|IL13,0.0,0.0,0.007166,0.007046
KRTAP4-2|KRTAP4-2,0.0,0.0,0.0,0.0
HES3|HES3,0.0,0.0,0.0,0.0
ERICH6|ERICH6,0.072882,0.033457,0.039595,0.065092
CDY2A|CDY2A,0.0,0.002861,0.0,0.00134
OPTN|OPTN,6.832120999999999,7.202637,6.4860940000000005,6.81972
EPX|EPX,0.02768,0.019248,0.038885,0.027294
SACS-AS1|SACS-AS1,0.230651,0.237568,0.19175,0.138141
PPP1CA|PPP1CA,53.416817,52.063047000000005,49.642887,51.910862
