gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end,up_down
PSMA3,12856.1916510284,-0.126872156835576,0.0217304483443449,-5.83845095255907,5.26883883995931e-09,4.60344119946445e-08,chr14,58271893,58271895,down
SOX12,4672.94345915638,-0.140886265221403,0.0385426326596788,-3.65533580607717,0.0002568455541497,0.0011792199271081,chr20,326870,326872,down
PCM1,81598.4348308163,0.0653448715182204,0.0087908265903638,7.43330230058786,1.05919454041221e-13,1.40149960113795e-12,chr8,18027660,18027662,up
SYS1,9667.1168316117,0.0935730453450149,0.0248550755490706,3.76474596346636,0.0001667184898467,0.0007971291721597,chr20,45367113,45367115,up
GOLGA2P7,3075.82644484702,-0.223140885604142,0.0485305971952087,-4.59794229826976,4.26684121134301e-06,2.62149207572738e-05,chr15,84229852,84230168,down
TRIM38,9088.23091005966,0.181340196870955,0.0258175959613527,7.02389940343052,2.15760180540953e-12,2.5439137171647797e-11,chr6,25983685,25983687,up
ST8SIA4,3301.86769658987,0.200942098492506,0.0465364749366255,4.3179484214512,1.57486219691882e-05,8.88753695270589e-05,chr5,100811847,100811849,up
CALR,431155.681952246,0.105910222618867,0.0061373060236049,17.2567934874881,9.948412521270681e-67,7.04845027132027e-65,chr19,12943911,12943913,up
PALLD,4911.3571029297,-0.123751370087764,0.0393451456637444,-3.14527670440924,0.0016592980873012,0.0063891994285485,chr4,168926383,168926385,down
PDXK,20504.7305026213,-0.0423632888043724,0.0176730543719774,-2.39705530876112,0.0165274287619613,0.0478656692888687,chr21,43756061,43756063,down
C10orf12,15796.7062373385,-0.0991432232527154,0.0195038438363886,-5.08326584669132,3.70999862752658e-07,2.64650740039043e-06,chr10,96985132,96985134,down
BAZ2A,15393.0667210813,-0.175647456064173,0.0204231036379553,-8.60042915993142,7.94185573929587e-18,1.39559983549498e-16,chr12,56598618,56598620,down
SLC12A7,6628.78181464757,-0.0775169972107504,0.0313687074141558,-2.47115688215349,0.0134676722082954,0.0403073361579687,chr5_KI270792v1_alt,70869,70871,down
NUB1,15952.6965034962,0.0918897608431113,0.0186375263219301,4.93036249853545,8.20771706675937e-07,5.60375321592546e-06,chr7,151377223,151377225,up
YIPF5,12234.8279747974,0.0755257223141782,0.022239920571455,3.3959528799359,0.0006839013188356,0.0028860636903697,chr5,144160397,144160399,up
ZNF614,9221.63407040398,0.0935096473130981,0.0262087900318954,3.56787349585003,0.0003598901736744,0.0016050380935804,chr19,52015840,52015842,up
PTEN,32490.6980907735,0.101623044432166,0.0129792691282488,7.82964305832815,4.89256997240964e-15,7.16060921689662e-14,chr10,87965470,87965472,up
RPLP0,348274.759619104,-0.058662212544546,0.0068360152274365,-8.58134609020521,9.37692900659045e-18,1.63670988158707e-16,chr12,120196773,120196775,down
ARMT1,9309.46721375472,-0.12366564006893,0.0266477679793343,-4.640750405994,3.47146224995023e-06,2.16265715787267e-05,chr6,151469108,151469110,down
DSE,1453.60070273293,0.253249914352116,0.0738530217462624,3.42910700691719,0.0006055707211104,0.0025902938611276,chr6,116437343,116437345,up
DNAJC1,9431.06151968314,0.105776566236655,0.0251999789377811,4.19748629543771,2.6989398419024e-05,0.0001467842823298,chr10,21756687,21756689,up
TSR2,5382.32081521398,0.2568483903434,0.0394340923672047,6.51335874429832,7.348871314043859e-11,7.64155151247509e-10,chrX,54444548,54444550,up
DICER1,40306.5077436395,-0.0823925820025171,0.0121000696001923,-6.80926513027726,9.80985446134117e-12,1.09218715349232e-10,chr14,95090614,95090616,down
PCMTD1,25417.1567080669,0.0832438275728847,0.0150473352106329,5.5321308662056,3.16363721875011e-08,2.56697622741582e-07,chr8,51820351,51820353,up
SLC9A3R2,1771.46332757921,-0.195072907265659,0.0661255183087472,-2.95003974645375,0.0031773305152162,0.0113746097245464,chr16,2037982,2037984,down
PPP2R1A,26475.2475138282,-0.0854403784293339,0.0156241750139164,-5.46847294997862,4.53929322649383e-08,3.63027006266595e-07,chr19,52225979,52225981,down
SMYD4,3719.1831905658,0.119353412088791,0.0427980830703844,2.78875602658433,0.005291090747036,0.0178743457897814,chr17,1781286,1781288,up
COPS2,21465.67975285,0.0562781406177989,0.0167398500805467,3.36192620286364,0.0007740080636423,0.0032283820412075,chr15,49127950,49127952,up
BCL2L1,14753.8994645963,-0.0802293569915119,0.0198153541962255,-4.04884798914139,5.14703604146757e-05,0.0002673337246862,chr20,31665949,31665951,down
C1orf116,26794.694543654,-1.2697167166258,0.0156033463744288,-81.3746414491348,0.0,0.0,chr1,207021958,207021960,down
SLC43A1,2785.12439269719,-0.388168585203472,0.0502619018900158,-7.72291876365664,1.13695640606863e-14,1.62286991770987e-13,chr11,57485096,57485098,down
PCDH11X,8314.41160142778,0.0749210933737345,0.0269560690041331,2.77937756288749,0.0054463180748021,0.0183232807752949,chrX,92618938,92618940,up
SIRT1,11507.3637534947,-0.0575706274188431,0.0224696126547971,-2.56215486681086,0.0104024921307807,0.0323252880467462,chr10,67916591,67916593,down
USP22,179706.19266266,-0.0305414397863914,0.0067241624396837,-4.54204372073852,5.5711483024733e-06,3.37363980538661e-05,chr17,21003031,21003033,down
MAPK7,481.019973063945,-0.39639148516776,0.127480278671156,-3.10943378301108,0.001874462952133,0.007127898032422,chr17,19383229,19383231,down
ARPC5L,3535.12157401227,0.134908947905358,0.0443157245409336,3.04426813062133,0.0023324715314508,0.0086644980363977,chr9,124876938,124876940,up
PRH1,398.215541205377,-0.721886324455171,0.156950573677005,-4.5994500532427,4.23607738202992e-06,2.60464450310455e-05,chr12_KI270904v1_alt,80941,80943,down
PNPT1,10037.5995253388,0.0678471561551498,0.0270630676319333,2.50700168502306,0.0121760131236799,0.0369523980838781,chr2,55636237,55636239,up
PROSER1,3836.43495282776,0.160285805443838,0.0434035237238482,3.69292148867093,0.0002216924815629,0.0010336586030876,chr13,39011365,39011367,up
SCAPER,5866.73118107465,0.101484990129148,0.0330313500991394,3.07238395719684,0.002123563819674,0.0079835960581908,chr15,76348633,76348635,up
NOP10,4439.20063345339,-0.172818017574752,0.0393587311523811,-4.39084321355966,1.12911937554634e-05,6.52319633307664e-05,chr15,34341968,34341970,down
ATP5F1,17600.5409451335,-0.0702866629161193,0.0179005371413379,-3.9265113868458,8.61868139512582e-05,0.0004332131148204,chr1,111460992,111460994,down
BAZ2B,8800.96443746143,0.0713915940889303,0.0265998977249112,2.68390483404269,0.0072767816242502,0.0236150729080136,chr2,159712314,159712435,up
RNF138P1,3328.23245974138,-1.11854938434444,0.0478939969551645,-23.3546885926343,1.2349832013840101e-120,1.85093107307429e-118,chr5,55528842,55534542,down
TMEM179B,2714.08310108732,-0.122898887366725,0.0508267169756677,-2.41799775156755,0.0156061732473786,0.0457587325821841,chr11,62790045,62790047,down
LRP6,31309.3579605188,0.119709477628599,0.0135402780851802,8.84099106942426,9.48732429415348e-19,1.75211994991671e-17,chr12,12121126,12121128,up
ZNF222,959.174698285247,0.221843097631828,0.0898649189042906,2.46862847412236,0.0135631955116724,0.0405776446142874,chr19,44033028,44033030,up
FAM162A,18202.3685431354,0.0636630871441066,0.0174391107170623,3.65059252028368,0.0002616360408339,0.0011973344006104,chr3,122409829,122409831,up
SLC2A12,22438.7840207957,-0.808084381359687,0.016842186355261,-47.9797791280978,0.0,0.0,chr6,133991155,133991157,down
GNPTAB,19915.8627332516,0.0447474906543649,0.0166086160791781,2.69423354968533,0.0070550710066597,0.0230249982790632,chr12,101747164,101747166,up
RNU6-14P,1338.4657382869,0.224958415911648,0.0732406501855545,3.07149670765781,0.0021298851298504,0.0080015713470665,chr9,15776181,15776286,up
PPIP5K2,13609.3180185429,0.0714482994841364,0.0215123778358681,3.3212646239882,0.0008961053074945,0.0036836388950488,chr5,103201632,103201634,up
ZNF345,1902.44335792982,0.160271306373549,0.0641754804333889,2.49739160955566,0.012511070642776,0.0378219662740398,chr19,36892818,36893218,up
ADAMTS1,97398.1804255132,-0.12322047080049,0.0080074218157746,-15.3882827251271,1.9616977549073e-53,1.0998914714295e-51,chr21,26837579,26837581,down
RBM48,1799.40966223039,0.17514454089389,0.0629333372048107,2.78301689808532,0.005385600107694,0.0181542709512603,chr7,92536935,92536937,up
MGRN1,3957.96033082612,-0.155678545434708,0.0428773805179729,-3.63078489296827,0.0002825606136214,0.0012856150125019,chr16,4688906,4688908,down
FLNA,63297.6907003734,-0.0873135036510394,0.0097244693759268,-8.97874220954269,2.73879643991404e-19,5.20605123279757e-18,chrX,154348849,154348851,down
EXOSC2,7655.83194817615,0.0768737144181242,0.0283953192795156,2.7072671260147,0.0067839646770697,0.0222660891601361,chr9,130703772,130703774,up
SON,62481.7785670762,0.0513189060035058,0.0094979911591176,5.40313263549858,6.54869986584987e-08,5.1397071907856e-07,chr21,33576418,33577514,up
ABCC4,49398.5140158447,-0.465163643160619,0.011358397447783,-40.9532810679568,0.0,0.0,chr13,95096135,95096137,down
ZNF253,9136.99123438845,0.157866301969157,0.0257887622977095,6.12151526105533,9.26896392221794e-10,8.745480669225851e-09,chr19,19892745,19892747,up
SPRED1,2955.84973631779,-0.158017278845326,0.0563248583430018,-2.80546251679938,0.005024442484312,0.0170771881820697,chr15,38351662,38351664,down
ATP6V1C1,11858.9572627135,-0.124470928346859,0.0221964042363279,-5.6077068619584,2.05024893052895e-08,1.69624363482775e-07,chr8,103068745,103068747,down
PRDX6,32594.0079225717,0.077427549263176,0.0128774423837429,6.0126496361517,1.8251522596835e-09,1.67640826586251e-08,chr1,173487861,173487863,up
HNRNPR,37164.1605166571,0.0805460670007804,0.0122771873199496,6.56062866043419,5.3581400698147194e-11,5.64687824666681e-10,chr1,23310454,23310456,up
DDX18,17364.8405292237,0.192153712314295,0.0182514867530494,10.5281128553646,6.41067695943463e-26,1.70808926096936e-24,chr2,117830722,117830724,up
C6orf201,243.169998029157,-0.820180399380903,0.179287893101435,-4.57465579628889,4.77003542713322e-06,2.91570753736178e-05,chr6,4130485,4130765,down
ABLIM2,72.6917957508773,0.948141296216984,0.341397804009327,2.77723314292637,0.0054823838369427,0.0184247341238522,chr4,7966990,7966992,up
RPL39,25252.7275594544,0.0367017005531618,0.0146619749581689,2.50318941737883,0.0123079652866196,0.0372947618434176,chrX,119786684,119786686,up
BRD4,2714.4553210986,-0.132324164971507,0.0513045155139246,-2.57919139565002,0.0099031900079533,0.0308907619097657,chr19,15249280,15249282,down
FAT1,62917.6196649096,-0.332836832009335,0.0097589352145952,-34.1058552690821,6.039967397361829e-255,2.04662982223215e-252,chr4,186588592,186588594,down
MGAT4B,8407.9734372344,-0.137962664152155,0.0285838796211465,-4.82658988145506,1.38890725504886e-06,9.18493737142407e-06,chr5,179798045,179798047,down
GNB2,5146.78459162495,-0.276698489130089,0.0370374988441368,-7.47076605508668,7.97292921602526e-14,1.06451700986088e-12,chr7,100678799,100678801,down
SELENBP1,39973.6146828617,-0.05819644360224,0.0119610280168778,-4.86550516561962,1.14164829057863e-06,7.64056329121902e-06,chr1,151364543,151364545,down
CYCS,47298.4904587085,0.0576664798137806,0.0109276708784498,5.27710620636493,1.31239831248941e-07,9.97870853501094e-07,chr7,25123701,25123703,up
ZSWIM6,3325.53257283384,0.26318198952651,0.0466155216267498,5.64580166309854,1.64413303742047e-08,1.3733709353844e-07,chr5,61544315,61544317,up
RPL31,175409.861055263,0.100750917107848,0.0069257845369158,14.547220834091,6.08243613381957e-48,3.0002193676533403e-46,chr2,101006379,101006381,up
TBC1D16,25407.6730462258,-0.11332641666634,0.014717811908309,-7.6999500586335,1.3611942009076301e-14,1.92881218268611e-13,chr17,79940859,79940861,down
UHRF2,9333.56897699101,-0.097355292877915,0.0256688235947805,-3.79274463118408,0.0001489913547097,0.0007176539696726,chr9,6506177,6506179,down
UQCRFS1,6953.86447077981,-0.12146778271611,0.0303510354340108,-4.00209683060749,6.27835925259235e-05,0.0003229728900005,chr19,29207548,29207550,down
EIF5,39714.5534606885,-0.0388194983323407,0.0118484422179233,-3.27633773439161,0.001051627226099,0.0042498609212358,chr14,103341050,103341052,down
HLA-A,13921.1200998449,-0.0598351673472067,0.0210278657521089,-2.84551785010354,0.0044339274275548,0.015280041302962,chr6_GL000256v2_alt,1243283,1243285,down
DIS3L,15620.5045312297,0.156271416957056,0.0189906781049391,8.22884870637733,1.89021336554531e-16,3.0311477087196204e-15,chr15,66333310,66333312,up
ARPC2,12564.2138178978,-0.157997357821892,0.0216720768329173,-7.29036534153998,3.09115629927442e-13,3.94286851364897e-12,chr2,218253913,218253915,down
NOL9,11402.8659264104,0.0919675375705865,0.0231242021328499,3.97711181740359,6.97573677862448e-05,0.0003569626039672,chr1,6525854,6525856,up
DUSP5,364.858724358842,0.397240796776513,0.142859307348647,2.78064344668177,0.0054251285763678,0.0182734776832471,chr10,110510424,110510426,up
ZNF324,2532.28123850625,-0.154350552716712,0.0557298872544988,-2.76961896606478,0.0056121904742465,0.018788061194605,chr19,58472152,58472154,down
PDHX,26777.4591509773,0.0463896172348556,0.0142304926041409,3.25987430831148,0.0011146159727266,0.0044730996825153,chr11,34995170,34995172,up
TBX15,120.588774566206,-2.54979274163317,0.291209155078901,-8.75588111555874,2.02515094535124e-18,3.67902421738808e-17,chr1,118884732,118884734,down
LMBR1,14650.1613970543,0.0935919700496463,0.0197753922660223,4.73274910508117,2.2149921227279e-06,1.4207852764181e-05,chr7,156684078,156684080,up
USP43,3683.63653882861,-1.26694348338383,0.0459762502424433,-27.5564770224398,3.7011960821406404e-167,8.36094830903278e-165,chr17,9728988,9728990,down
CCT8,81723.1486304365,-0.073072975081263,0.0088136676556386,-8.29087026381281,1.12422855305989e-16,1.8253490058900502e-15,chr21,29056475,29056477,down
MRPL17,13795.5645541523,0.138611115215601,0.0230674554377636,6.00894691612504,1.8673224797345503e-09,1.71211502891896e-08,chr11,6682118,6682120,up
SMC5,22775.0026229165,0.0568702000434424,0.0155714270536351,3.65221503768123,0.0002599880293617,0.0011904916021333,chr9,70352329,70352331,up
FAM104A,6211.3303757099,-0.171224028639503,0.0332040339162013,-5.15672370024768,2.51308206796529e-07,1.84162718351551e-06,chr17,73209529,73209531,down
ZNF440,4864.83567731482,0.170672861155756,0.0377833989024287,4.51713890527688,6.26807900352404e-06,3.77076601420028e-05,chr19,11832962,11832964,up
CSNK1D,10866.7116382972,-0.0628893888020309,0.0239474023109684,-2.62614658514449,0.008635761884038,0.0273866979626655,chr17,82273306,82273742,down
ZNF24,87336.6805729257,0.174815415896332,0.008428195165289,20.741737995852,1.4556985664844501e-95,1.6807387819105998e-93,chr18,35339060,35339062,up
ADAM9,117068.721255167,-0.116055248041545,0.0075652351197288,-15.3406002860233,4.09391622404142e-53,2.27088513110796e-51,chr8_KI270822v1_alt,9290,10943,down
SLC35A4,5622.90995974325,-0.224294744119943,0.0363003588145497,-6.1788574946549,6.45671427313362e-10,6.1818676520475305e-09,chr5,140568142,140568144,down
APLP2,94660.486903421,-0.11798854732913,0.0086882181111652,-13.5802929691076,5.24163580520586e-42,2.2758043814970398e-40,chr11,130143347,130144811,down
RAB3D,12504.9007191568,0.0900783911947754,0.0224414487289352,4.01392941618033,5.97162105508011e-05,0.0003085172601442,chr19,11325398,11325400,up
PIK3R3,81274.7452343194,0.35154233195809,0.0086688207315672,40.5524976053503,0.0,0.0,chr1,46043673,46043675,up
SRSF8,12439.9696662707,-0.340278645183679,0.0223172439750132,-15.2473417221526,1.71473302272895e-52,9.345294973872799e-51,chr11,95068073,95068075,down
SLC4A4,30088.5184739173,-0.253120537661779,0.0134565694504677,-18.8101832783972,6.23219468816372e-79,5.42688372091665e-77,chr4,71567045,71567047,down
EEF2KMT,1844.27601830792,0.21043774379439,0.0622067375534677,3.38287703343253,0.0007173074188503,0.0030128457929453,chr16,5085632,5085634,up
FAM168B,42926.9336857286,0.0686998455479156,0.0115740200099611,5.93569438179559,2.92604417415429e-09,2.62418012327635e-08,chr2,131052903,131052905,up
SRPK1,24777.7731092624,0.12504369572875,0.0152442327968954,8.20268867543243,2.35069392981598e-16,3.7426216837632e-15,chr6,35921044,35921180,up
TARSL2,17842.7191712225,0.28158029258898,0.0179689413701774,15.6703885214024,2.41101072898802e-55,1.39186756417541e-53,chr15,101654582,101654584,up
USP8,19573.4968080033,0.0923760831184527,0.0166922793012039,5.53406047499997,3.12901009075488e-08,2.54417737530497e-07,chr15,50499086,50499088,up
RNF169,28337.7950661335,0.142228850966566,0.0140580346846528,10.1172641949616,4.63181364530895e-24,1.1245495216422198e-22,chr11,74836728,74836730,up
UBE2N,16802.4384615489,0.141025145750608,0.0181549446597655,7.7678642592144,7.982053262930721e-15,1.15093676419335e-13,chr12,93410039,93410041,up
RBBP8,9277.16404664435,0.081016379501443,0.0252904791018019,3.20343395533661,0.0013579918368372,0.0053384662700584,chr18,23026238,23026240,up
CC2D1B,6678.48879306735,-0.104196950211246,0.0309812095810732,-3.36323053942029,0.0007703600145416,0.003214886625612,chr1,52353519,52353521,down
MAP3K2,21141.3835864272,0.0604543598808372,0.016305105817786,3.70769503469841,0.0002091543204601,0.0009798883056843,chr2,127307579,127307581,up
SREK1IP1,5836.46788159517,0.206859445116343,0.033940764905265,6.094719600272,1.0962944229717501e-09,1.02384308992575e-08,chr5,64724384,64724386,up
APOF,470.430485304569,0.325634596273018,0.124276448265307,2.62024382590858,0.0087866918352546,0.0277918355592764,chr12,56361225,56361227,up
BLZF1,15006.3578396022,0.126038855391502,0.019677791875768,6.4051320487189,1.5023929296284e-10,1.5245962626378901e-09,chr1,169387180,169387182,up
SSX2IP,24292.5241711467,-0.0827194988541492,0.0151835614516019,-5.44796417611378,5.09496165835304e-08,4.04766398413603e-07,chr1,84647433,84647435,down
GTF2IP4,8385.68544561375,0.11777948647319,0.0283272930670324,4.15780943821502,3.21313877385419e-05,0.0001725221979609,chr7,73206152,73207296,up
MTERF3,2712.59587120048,0.144104781857242,0.052245479376424,2.75822489480821,0.0058116199714101,0.0194181608776783,chr8,96239491,96239493,up
KIAA0930,13597.6750612787,-0.0845663015252365,0.0203931526643114,-4.14679882592308,3.37156054473408e-05,0.0001804687988007,chr22,45197176,45197178,down
TSTD2,11760.7070058969,0.133566490136021,0.0237451124191805,5.62500980320187,1.85497440004802e-08,1.54205258525592e-07,chr9,97602469,97602471,up
NUP58,17702.1837419968,0.103924629976276,0.0188583203727764,5.51081050284306,3.57185106610927e-08,2.88020913437378e-07,chr13,25340132,25340134,up
MAP2K4,12718.9676543277,-0.124374693191032,0.0219109614646142,-5.67636857889121,1.37584165856391e-08,1.15670139870742e-07,chr17,12141258,12141260,down
SEC11A,40591.9719218557,0.0763208057851025,0.0122508041235939,6.22986091485341,4.66849455602007e-10,4.545148322591181e-09,chr15,84716025,84716460,up
COPG1,36711.6272429053,-0.0612921424177976,0.0124033269113391,-4.94158888626604,7.74884749042723e-07,5.30673487843977e-06,chr3,129277422,129277424,down
GUCY1A3,67343.1547966211,-0.439968950602801,0.0092808854741895,-47.4059239095632,0.0,0.0,chr4,155730229,155730231,down
KNTC1,9544.61002930626,-0.137891123681291,0.0254353292073334,-5.42124391460737,5.91857375954113e-08,4.66866443269067e-07,chr12,122626226,122626228,down
CREB3,6318.82701250305,0.102679997917054,0.0319932191897754,3.20943001415342,0.0013299842009589,0.0052429093931076,chr9,35736724,35736726,up
ZMIZ2,1736.00941714418,-0.197723093605639,0.0643961192870456,-3.07041939475093,0.0021375837610712,0.0080257703358971,chr7,44767621,44767623,down
TGFBR3,4626.12971724721,-0.41473819360037,0.0382566785236782,-10.8409357425966,2.20207042681486e-27,6.129227096922001e-26,chr1,91885878,91886279,down
AGA,17220.7392687071,-0.0575630437605881,0.0189443380653944,-3.03853550131363,0.0023773109222716,0.0088142591211818,chr4,177431708,177431710,down
COMTD1,991.847769615197,0.249985190106702,0.0867911647205236,2.88030689427524,0.0039728824235932,0.0138477023998283,chr10,75234073,75234075,up
SLC25A30,9132.37518680304,-0.15698015694151,0.0256929504120243,-6.10985326418733,9.97227849983726e-10,9.37502442563109e-09,chr13,45395974,45395976,down
SDHC,4387.48884096561,0.11300359743923,0.0390504202897796,2.8937869708103,0.0038062630103278,0.0133531896335765,chr1,161362329,161364745,up
DNAJC7,12418.6804005576,0.0603097764728596,0.0214894575541934,2.80648203058484,0.0050085705905613,0.0170269552442921,chr17,41976733,41976735,up
COX11,9843.75611672557,-0.104048153269032,0.0252397503121981,-4.1223923367715,3.74957871955884e-05,0.0001991300971099,chr17,54968281,54968703,down
LOXL2,209.882352990714,-0.487645530410519,0.203955410383387,-2.39094187054839,0.01680521336503,0.0485259097296634,chr8,23298043,23298045,down
PSMA4,65578.054711078,0.0276440373313796,0.009426210159284,2.93267780627111,0.0033605243438153,0.0119699481140426,chr15,78548942,78548944,up
TBC1D19,2655.05169098735,0.171839867290106,0.0537073574021871,3.19955915915364,0.0013763793660228,0.0054036933100855,chr4,26754945,26754947,up
ZNF252P-AS1,378.971685990626,-0.367170811676313,0.146972606267784,-2.4982261728919,0.012481653052377,0.0377696614496992,chr8,145002811,145006046,down
SLC2A3,55.5140308998389,-5.37496077776996,1.46945496998691,-3.65779209812591,0.0002543972637528,0.0011686678898069,chr12,7921413,7921415,down
BLOC1S6,56466.8758742751,0.127610404919763,0.0104005254636497,12.2696113158674,1.3188492294115e-34,4.65088301783643e-33,chr15,45606395,45609716,up
ZBTB7B,10084.0378873817,0.0929696828386563,0.0242235090631148,3.83799401632613,0.0001240435041381,0.0006080082072333,chr1,155016220,155018525,up
RHOT1,19335.0283694644,0.187791677894545,0.0173435794489174,10.8277347503526,2.54370202377464e-27,7.067501505271879e-26,chr17,32224616,32225771,up
RPL37A,144038.726304826,0.0745792226639543,0.0082807391352322,9.00634852106869,2.1303137372551602e-19,4.08428047018403e-18,chr2,216501402,216501404,up
ZNF736,14630.3179327463,0.173850929848885,0.0197995644490138,8.78054314258128,1.62687095136771e-18,2.96932523641318e-17,chr7,64336994,64336996,up
NCK2,3698.90761069556,0.234806180735958,0.0467081076886347,5.02709684368336,4.97960912258138e-07,3.49155049004391e-06,chr2,105893174,105893176,up
NR2C2AP,1178.8054645207,0.205158383413864,0.0813143155192595,2.52302908908176,0.0116348776098653,0.0355245518716885,chr19,19201474,19201476,up
ZNF568,6714.56965844937,0.101135608642849,0.0314155457378424,3.21928542915692,0.0012851049773134,0.005080124595837,chr19,36951086,36951088,up
USP7,22494.2695828535,-0.0491285163146873,0.0161105703142965,-3.04945854530617,0.0022925426974668,0.008530404159803,chr16,8893998,8894000,down
BTF3,49058.1097505382,-0.0519800022587183,0.0105882506172689,-4.90921533099544,9.14415300935679e-07,6.19964823648736e-06,chr5,73505236,73505238,down
NARS2,7165.22772413853,0.213424846211265,0.0319604258929614,6.67778479942807,2.4258088840292398e-11,2.63125143182768e-10,chr11,78436670,78436672,up
ATAD3A,5295.25568510918,-0.143994355692788,0.0352543228019152,-4.0844453743121,4.41822181862138e-05,0.000231952925183,chr1,1534070,1534072,down
EDEM1,14802.0067581936,-0.0726536186276189,0.0198176535516462,-3.66610600181695,0.0002462718755862,0.001134349800462,chr3,5215916,5215918,down
SNUPN,7057.6930821426,0.0844796723993528,0.0302209771124879,2.79539844409743,0.0051835785011837,0.0175475404654225,chr15,75598358,75598360,up
DUXAP10,12592.2960074583,0.125580333296539,0.0222524086293495,5.64344900312979,1.66676912713941e-08,1.39153349677139e-07,chr14,19337580,19337674,up
RAB27B,3286.47804601189,0.220475043733925,0.0463559587972002,4.75613167011533,1.97337785448189e-06,1.2720860470558e-05,chr18,54889411,54889413,up
NDUFS4,7804.82595240098,-0.0956300024808621,0.0288033322995143,-3.32010204536212,0.000899845496244,0.0036958871541387,chr5,53683219,53683221,down
ADI1,22688.7142574201,-0.0894293841039151,0.0155480183469887,-5.75181879182922,8.82884054640149e-09,7.59046539419526e-08,chr2_KI270769v1_alt,108433,108435,down
C17orf80,8388.5073071134,0.101169416108817,0.0276890726444688,3.65376686347878,0.0002584209307462,0.0011843596140964,chr17,73247241,73248956,up
TBCB,8972.82764687736,-0.121002835290666,0.0260135646325236,-4.65152842372788,3.29483849700281e-06,2.06290994804158e-05,chr19,36125780,36125782,down
THNSL1,8794.09315277695,0.22374367224415,0.0262938303815959,8.50936014255104,1.7489581146236802e-17,3.00894151574385e-16,chr10,25025453,25025455,up
FKTN,15658.5118195634,0.177350840810636,0.0207808652196497,8.53433381796532,1.40965290901909e-17,2.44407785237826e-16,chr9,105635262,105635264,up
HEXA,7375.56203836194,-0.0916549131433472,0.0313782971006189,-2.92096517696429,0.003489488285148,0.0123783918754215,chr15,72344077,72344079,down
LONP2,57681.9649571226,0.0692733480955297,0.0098838639966209,7.00873141508347,2.40488599966837e-12,2.8120748744809296e-11,chr16,48351800,48351802,up
POTEJ,757.675179331008,-0.265570764317229,0.0993647714978125,-2.67268530198427,0.0075246803407828,0.0242813295500096,chr2,130657875,130657877,down
UBR7,9262.88984205526,-0.0942653599989714,0.0254081833998466,-3.71003934108649,0.0002072270427132,0.0009717352330841,chr14_KI270847v1_alt,341505,343777,down
CPEB4,33496.3460228713,0.382116254553869,0.0136167700277282,28.0621802215764,2.8370413002496403e-173,6.6001436935807805e-171,chr5,173956135,173956137,up
FAM173A,555.082248084307,-0.536820721221995,0.120031316719522,-4.47233885200466,7.73687004315726e-06,4.57144023361229e-05,chr16,722555,722557,down
HSPA8,644670.835594121,0.205935499164774,0.0058969274857156,34.9225083170208,3.38612114915048e-267,1.22742954306531e-264,chr11,123057734,123057736,up
ACP2,1831.55226023858,-0.164098237128021,0.062532662175655,-2.62420040053735,0.0086852665915624,0.0275212950523854,chr11,47240116,47240118,down
MCL1,85440.7403311604,0.286177657002049,0.0085119501486936,33.6206923211326,8.36294953959901e-248,2.6602713157903997e-245,chr1,150577364,150577366,up
