gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end
GUCY1A3,67343.1547966211,-0.439968950602801,0.00928088547418958,-47.4059239095632,0,0,chr4,155730229,155730231
KNTC1,9544.61002930626,-0.137891123681291,0.0254353292073334,-5.42124391460737,5.91857375954113e-08,4.66866443269067e-07,chr12,122626226,122626228
CREB3,6318.82701250305,0.102679997917054,0.0319932191897754,3.20943001415342,0.00132998420095897,0.00524290939310762,chr9,35736724,35736726
ZMIZ2,1736.00941714418,-0.197723093605639,0.0643961192870456,-3.07041939475093,0.00213758376107126,0.00802577033589711,chr7,44767621,44767623
TGFBR3,4626.12971724721,-0.41473819360037,0.0382566785236782,-10.8409357425966,2.20207042681486e-27,6.129227096922e-26,chr1,91885878,91886279
AGA,17220.7392687071,-0.0575630437605881,0.0189443380653944,-3.03853550131363,0.00237731092227165,0.0088142591211818,chr4,177431708,177431710
COMTD1,991.847769615197,0.249985190106702,0.0867911647205236,2.88030689427524,0.00397288242359324,0.0138477023998283,chr10,75234073,75234075
SLC25A30,9132.37518680304,-0.15698015694151,0.0256929504120243,-6.10985326418733,9.97227849983726e-10,9.37502442563109e-09,chr13,45395974,45395976
SDHC,4387.48884096561,0.11300359743923,0.0390504202897796,2.8937869708103,0.00380626301032787,0.0133531896335765,chr1,161362329,161364745
DNAJC7,12418.6804005576,0.0603097764728596,0.0214894575541934,2.80648203058484,0.00500857059056131,0.0170269552442921,chr17,41976733,41976735
COX11,9843.75611672557,-0.104048153269032,0.0252397503121981,-4.1223923367715,3.74957871955884e-05,0.000199130097109927,chr17,54968281,54968703
LOXL2,209.882352990714,-0.487645530410519,0.203955410383387,-2.39094187054839,0.01680521336503,0.0485259097296634,chr8,23298043,23298045
PSMA4,65578.054711078,0.0276440373313796,0.00942621015928404,2.93267780627111,0.00336052434381538,0.0119699481140426,chr15,78548942,78548944
TBC1D19,2655.05169098735,0.171839867290106,0.0537073574021871,3.19955915915364,0.00137637936602283,0.00540369331008555,chr4,26754945,26754947
ZNF252P-AS1,378.971685990626,-0.367170811676313,0.146972606267784,-2.4982261728919,0.012481653052377,0.0377696614496992,chr8,145002811,145006046
SLC2A3,55.5140308998389,-5.37496077776996,1.46945496998691,-3.65779209812591,0.000254397263752805,0.00116866788980695,chr12,7921413,7921415
BLOC1S6,56466.8758742751,0.127610404919763,0.0104005254636497,12.2696113158674,1.3188492294115e-34,4.65088301783643e-33,chr15,45606395,45609716
ZBTB7B,10084.0378873817,0.0929696828386563,0.0242235090631148,3.83799401632613,0.000124043504138187,0.00060800820723331,chr1,155016220,155018525
RHOT1,19335.0283694644,0.187791677894545,0.0173435794489174,10.8277347503526,2.54370202377464e-27,7.06750150527188e-26,chr17,32224616,32225771
RPL37A,144038.726304826,0.0745792226639543,0.00828073913523222,9.00634852106869,2.13031373725516e-19,4.08428047018403e-18,chr2,216501402,216501404
ZNF736,14630.3179327463,0.173850929848885,0.0197995644490138,8.78054314258128,1.62687095136771e-18,2.96932523641318e-17,chr7,64336994,64336996
NCK2,3698.90761069556,0.234806180735958,0.0467081076886347,5.02709684368336,4.97960912258138e-07,3.49155049004391e-06,chr2,105893174,105893176
NR2C2AP,1178.8054645207,0.205158383413864,0.0813143155192595,2.52302908908176,0.0116348776098653,0.0355245518716885,chr19,19201474,19201476
ZNF568,6714.56965844937,0.101135608642849,0.0314155457378424,3.21928542915692,0.00128510497731349,0.00508012459583704,chr19,36951086,36951088
USP7,22494.2695828535,-0.0491285163146873,0.0161105703142965,-3.04945854530617,0.00229254269746681,0.00853040415980309,chr16,8893998,8894000
BTF3,49058.1097505382,-0.0519800022587183,0.0105882506172689,-4.90921533099544,9.14415300935679e-07,6.19964823648736e-06,chr5,73505236,73505238
NARS2,7165.22772413853,0.213424846211265,0.0319604258929614,6.67778479942807,2.42580888402924e-11,2.63125143182768e-10,chr11,78436670,78436672
ATAD3A,5295.25568510918,-0.143994355692788,0.0352543228019152,-4.0844453743121,4.41822181862138e-05,0.000231952925183063,chr1,1534070,1534072
EDEM1,14802.0067581936,-0.0726536186276189,0.0198176535516462,-3.66610600181695,0.000246271875586287,0.00113434980046201,chr3,5215916,5215918
SNUPN,7057.6930821426,0.0844796723993528,0.0302209771124879,2.79539844409743,0.00518357850118378,0.0175475404654225,chr15,75598358,75598360
DUXAP10,12592.2960074583,0.125580333296539,0.0222524086293495,5.64344900312979,1.66676912713941e-08,1.39153349677139e-07,chr14,19337580,19337674
RAB27B,3286.47804601189,0.220475043733925,0.0463559587972002,4.75613167011533,1.97337785448189e-06,1.2720860470558e-05,chr18,54889411,54889413
NDUFS4,7804.82595240098,-0.0956300024808621,0.0288033322995143,-3.32010204536212,0.000899845496244074,0.0036958871541387,chr5,53683219,53683221
ADI1,22688.7142574201,-0.0894293841039151,0.0155480183469887,-5.75181879182922,8.82884054640149e-09,7.59046539419526e-08,chr2_KI270769v1_alt,108433,108435
C17orf80,8388.5073071134,0.101169416108817,0.0276890726444688,3.65376686347878,0.000258420930746258,0.00118435961409642,chr17,73247241,73248956
TBCB,8972.82764687736,-0.121002835290666,0.0260135646325236,-4.65152842372788,3.29483849700281e-06,2.06290994804158e-05,chr19,36125780,36125782
THNSL1,8794.09315277695,0.22374367224415,0.0262938303815959,8.50936014255104,1.74895811462368e-17,3.00894151574385e-16,chr10,25025453,25025455
FKTN,15658.5118195634,0.177350840810636,0.0207808652196497,8.53433381796532,1.40965290901909e-17,2.44407785237826e-16,chr9,105635262,105635264
HEXA,7375.56203836194,-0.0916549131433472,0.0313782971006189,-2.92096517696429,0.00348948828514802,0.0123783918754215,chr15,72344077,72344079
LONP2,57681.9649571226,0.0692733480955297,0.00988386399662094,7.00873141508347,2.40488599966837e-12,2.81207487448093e-11,chr16,48351800,48351802
POTEJ,757.675179331008,-0.265570764317229,0.0993647714978125,-2.67268530198427,0.00752468034078288,0.0242813295500096,chr2,130657875,130657877
UBR7,9262.88984205526,-0.0942653599989714,0.0254081833998466,-3.71003934108649,0.000207227042713274,0.000971735233084174,chr14_KI270847v1_alt,341505,343777
CPEB4,33496.3460228713,0.382116254553869,0.0136167700277282,28.0621802215764,2.83704130024964e-173,6.60014369358078e-171,chr5,173956135,173956137
FAM173A,555.082248084307,-0.536820721221995,0.120031316719522,-4.47233885200466,7.73687004315726e-06,4.57144023361229e-05,chr16,722555,722557
HSPA8,644670.835594121,0.205935499164774,0.00589692748571568,34.9225083170208,3.38612114915048e-267,1.22742954306531e-264,chr11,123057734,123057736
ACP2,1831.55226023858,-0.164098237128021,0.062532662175655,-2.62420040053735,0.00868526659156245,0.0275212950523854,chr11,47240116,47240118
MCL1,85440.7403311604,0.286177657002049,0.00851195014869368,33.6206923211326,8.36294953959901e-248,2.6602713157904e-245,chr1,150577364,150577366
SYNGR2,17236.7458051611,-0.125415911934901,0.019426541484878,-6.45590528980815,1.07573872928058e-10,1.10240233880976e-09,chr17,78171934,78171936
HDDC2,10317.5759162167,0.15825706542334,0.0264075707109635,5.99286724081883,2.06173160233355e-09,1.88371691005704e-08,chr6,125276146,125276148
IRGQ,8968.73051440608,0.131903342889049,0.0259798367952579,5.07714286000155,3.8315278702473e-07,2.72952581871776e-06,chr19,43592026,43592028
TRMT6,2736.62596346235,-0.154760944646626,0.0518819361071662,-2.98294466742636,0.00285489602434061,0.0103824695126918,chr20,5938535,5938537
MSH2,2126.86736127482,-0.170138343434382,0.0583418235760278,-2.91623286702149,0.0035428596444481,0.0125420289071116,chr2,47482947,47482949
CD200,370.172063835369,0.476977154834298,0.144592010842032,3.29877945577091,0.000971061706583444,0.00395710818837023,chr3,112361548,112361550
