gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end,up_down
PSMA3,12856.1916510284,-0.126872156835576,0.0217304483443449,-5.83845095255907,5.26883883995931e-09,4.60344119946445e-08,chr14,58271893,58271895,down
SOX12,4672.94345915638,-0.140886265221403,0.0385426326596788,-3.65533580607717,0.0002568455541497,0.0011792199271081,chr20,326870,326872,down
GOLGA2P7,3075.82644484702,-0.223140885604142,0.0485305971952087,-4.59794229826976,4.26684121134301e-06,2.62149207572738e-05,chr15,84229852,84230168,down
TRIM38,9088.23091005966,0.181340196870955,0.0258175959613527,7.02389940343052,2.15760180540953e-12,2.5439137171647797e-11,chr6,25983685,25983687,up
ST8SIA4,3301.86769658987,0.200942098492506,0.0465364749366255,4.3179484214512,1.57486219691882e-05,8.88753695270589e-05,chr5,100811847,100811849,up
CALR,431155.681952246,0.105910222618867,0.0061373060236049,17.2567934874881,9.948412521270681e-67,7.04845027132027e-65,chr19,12943911,12943913,up
PALLD,4911.3571029297,-0.123751370087764,0.0393451456637444,-3.14527670440924,0.0016592980873012,0.0063891994285485,chr4,168926383,168926385,down
BAZ2A,15393.0667210813,-0.175647456064173,0.0204231036379553,-8.60042915993142,7.94185573929587e-18,1.39559983549498e-16,chr12,56598618,56598620,down
PTEN,32490.6980907735,0.101623044432166,0.0129792691282488,7.82964305832815,4.89256997240964e-15,7.16060921689662e-14,chr10,87965470,87965472,up
ARMT1,9309.46721375472,-0.12366564006893,0.0266477679793343,-4.640750405994,3.47146224995023e-06,2.16265715787267e-05,chr6,151469108,151469110,down
DSE,1453.60070273293,0.253249914352116,0.0738530217462624,3.42910700691719,0.0006055707211104,0.0025902938611276,chr6,116437343,116437345,up
DNAJC1,9431.06151968314,0.105776566236655,0.0251999789377811,4.19748629543771,2.6989398419024e-05,0.0001467842823298,chr10,21756687,21756689,up
TSR2,5382.32081521398,0.2568483903434,0.0394340923672047,6.51335874429832,7.348871314043859e-11,7.64155151247509e-10,chrX,54444548,54444550,up
SLC9A3R2,1771.46332757921,-0.195072907265659,0.0661255183087472,-2.95003974645375,0.0031773305152162,0.0113746097245464,chr16,2037982,2037984,down
SMYD4,3719.1831905658,0.119353412088791,0.0427980830703844,2.78875602658433,0.005291090747036,0.0178743457897814,chr17,1781286,1781288,up
C1orf116,26794.694543654,-1.2697167166258,0.0156033463744288,-81.3746414491348,0.0,0.0,chr1,207021958,207021960,down
SLC43A1,2785.12439269719,-0.388168585203472,0.0502619018900158,-7.72291876365664,1.13695640606863e-14,1.62286991770987e-13,chr11,57485096,57485098,down
MAPK7,481.019973063945,-0.39639148516776,0.127480278671156,-3.10943378301108,0.001874462952133,0.007127898032422,chr17,19383229,19383231,down
ARPC5L,3535.12157401227,0.134908947905358,0.0443157245409336,3.04426813062133,0.0023324715314508,0.0086644980363977,chr9,124876938,124876940,up
PRH1,398.215541205377,-0.721886324455171,0.156950573677005,-4.5994500532427,4.23607738202992e-06,2.60464450310455e-05,chr12_KI270904v1_alt,80941,80943,down
PROSER1,3836.43495282776,0.160285805443838,0.0434035237238482,3.69292148867093,0.0002216924815629,0.0010336586030876,chr13,39011365,39011367,up
SCAPER,5866.73118107465,0.101484990129148,0.0330313500991394,3.07238395719684,0.002123563819674,0.0079835960581908,chr15,76348633,76348635,up
NOP10,4439.20063345339,-0.172818017574752,0.0393587311523811,-4.39084321355966,1.12911937554634e-05,6.52319633307664e-05,chr15,34341968,34341970,down
RNF138P1,3328.23245974138,-1.11854938434444,0.0478939969551645,-23.3546885926343,1.2349832013840101e-120,1.85093107307429e-118,chr5,55528842,55534542,down
TMEM179B,2714.08310108732,-0.122898887366725,0.0508267169756677,-2.41799775156755,0.0156061732473786,0.0457587325821841,chr11,62790045,62790047,down
LRP6,31309.3579605188,0.119709477628599,0.0135402780851802,8.84099106942426,9.48732429415348e-19,1.75211994991671e-17,chr12,12121126,12121128,up
ZNF222,959.174698285247,0.221843097631828,0.0898649189042906,2.46862847412236,0.0135631955116724,0.0405776446142874,chr19,44033028,44033030,up
SLC2A12,22438.7840207957,-0.808084381359687,0.016842186355261,-47.9797791280978,0.0,0.0,chr6,133991155,133991157,down
RNU6-14P,1338.4657382869,0.224958415911648,0.0732406501855545,3.07149670765781,0.0021298851298504,0.0080015713470665,chr9,15776181,15776286,up
ZNF345,1902.44335792982,0.160271306373549,0.0641754804333889,2.49739160955566,0.012511070642776,0.0378219662740398,chr19,36892818,36893218,up
ADAMTS1,97398.1804255132,-0.12322047080049,0.0080074218157746,-15.3882827251271,1.9616977549073e-53,1.0998914714295e-51,chr21,26837579,26837581,down
RBM48,1799.40966223039,0.17514454089389,0.0629333372048107,2.78301689808532,0.005385600107694,0.0181542709512603,chr7,92536935,92536937,up
MGRN1,3957.96033082612,-0.155678545434708,0.0428773805179729,-3.63078489296827,0.0002825606136214,0.0012856150125019,chr16,4688906,4688908,down
ABCC4,49398.5140158447,-0.465163643160619,0.011358397447783,-40.9532810679568,0.0,0.0,chr13,95096135,95096137,down
ZNF253,9136.99123438845,0.157866301969157,0.0257887622977095,6.12151526105533,9.26896392221794e-10,8.745480669225851e-09,chr19,19892745,19892747,up
SPRED1,2955.84973631779,-0.158017278845326,0.0563248583430018,-2.80546251679938,0.005024442484312,0.0170771881820697,chr15,38351662,38351664,down
ATP6V1C1,11858.9572627135,-0.124470928346859,0.0221964042363279,-5.6077068619584,2.05024893052895e-08,1.69624363482775e-07,chr8,103068745,103068747,down
DDX18,17364.8405292237,0.192153712314295,0.0182514867530494,10.5281128553646,6.41067695943463e-26,1.70808926096936e-24,chr2,117830722,117830724,up
C6orf201,243.169998029157,-0.820180399380903,0.179287893101435,-4.57465579628889,4.77003542713322e-06,2.91570753736178e-05,chr6,4130485,4130765,down
ABLIM2,72.6917957508773,0.948141296216984,0.341397804009327,2.77723314292637,0.0054823838369427,0.0184247341238522,chr4,7966990,7966992,up
BRD4,2714.4553210986,-0.132324164971507,0.0513045155139246,-2.57919139565002,0.0099031900079533,0.0308907619097657,chr19,15249280,15249282,down
FAT1,62917.6196649096,-0.332836832009335,0.0097589352145952,-34.1058552690821,6.039967397361829e-255,2.04662982223215e-252,chr4,186588592,186588594,down
MGAT4B,8407.9734372344,-0.137962664152155,0.0285838796211465,-4.82658988145506,1.38890725504886e-06,9.18493737142407e-06,chr5,179798045,179798047,down
GNB2,5146.78459162495,-0.276698489130089,0.0370374988441368,-7.47076605508668,7.97292921602526e-14,1.06451700986088e-12,chr7,100678799,100678801,down
ZSWIM6,3325.53257283384,0.26318198952651,0.0466155216267498,5.64580166309854,1.64413303742047e-08,1.3733709353844e-07,chr5,61544315,61544317,up
RPL31,175409.861055263,0.100750917107848,0.0069257845369158,14.547220834091,6.08243613381957e-48,3.0002193676533403e-46,chr2,101006379,101006381,up
TBC1D16,25407.6730462258,-0.11332641666634,0.014717811908309,-7.6999500586335,1.3611942009076301e-14,1.92881218268611e-13,chr17,79940859,79940861,down
UQCRFS1,6953.86447077981,-0.12146778271611,0.0303510354340108,-4.00209683060749,6.27835925259235e-05,0.0003229728900005,chr19,29207548,29207550,down
DIS3L,15620.5045312297,0.156271416957056,0.0189906781049391,8.22884870637733,1.89021336554531e-16,3.0311477087196204e-15,chr15,66333310,66333312,up
ARPC2,12564.2138178978,-0.157997357821892,0.0216720768329173,-7.29036534153998,3.09115629927442e-13,3.94286851364897e-12,chr2,218253913,218253915,down
DUSP5,364.858724358842,0.397240796776513,0.142859307348647,2.78064344668177,0.0054251285763678,0.0182734776832471,chr10,110510424,110510426,up
ZNF324,2532.28123850625,-0.154350552716712,0.0557298872544988,-2.76961896606478,0.0056121904742465,0.018788061194605,chr19,58472152,58472154,down
TBX15,120.588774566206,-2.54979274163317,0.291209155078901,-8.75588111555874,2.02515094535124e-18,3.67902421738808e-17,chr1,118884732,118884734,down
USP43,3683.63653882861,-1.26694348338383,0.0459762502424433,-27.5564770224398,3.7011960821406404e-167,8.36094830903278e-165,chr17,9728988,9728990,down
MRPL17,13795.5645541523,0.138611115215601,0.0230674554377636,6.00894691612504,1.8673224797345503e-09,1.71211502891896e-08,chr11,6682118,6682120,up
FAM104A,6211.3303757099,-0.171224028639503,0.0332040339162013,-5.15672370024768,2.51308206796529e-07,1.84162718351551e-06,chr17,73209529,73209531,down
ZNF440,4864.83567731482,0.170672861155756,0.0377833989024287,4.51713890527688,6.26807900352404e-06,3.77076601420028e-05,chr19,11832962,11832964,up
ZNF24,87336.6805729257,0.174815415896332,0.008428195165289,20.741737995852,1.4556985664844501e-95,1.6807387819105998e-93,chr18,35339060,35339062,up
ADAM9,117068.721255167,-0.116055248041545,0.0075652351197288,-15.3406002860233,4.09391622404142e-53,2.27088513110796e-51,chr8_KI270822v1_alt,9290,10943,down
SLC35A4,5622.90995974325,-0.224294744119943,0.0363003588145497,-6.1788574946549,6.45671427313362e-10,6.1818676520475305e-09,chr5,140568142,140568144,down
APLP2,94660.486903421,-0.11798854732913,0.0086882181111652,-13.5802929691076,5.24163580520586e-42,2.2758043814970398e-40,chr11,130143347,130144811,down
PIK3R3,81274.7452343194,0.35154233195809,0.0086688207315672,40.5524976053503,0.0,0.0,chr1,46043673,46043675,up
SRSF8,12439.9696662707,-0.340278645183679,0.0223172439750132,-15.2473417221526,1.71473302272895e-52,9.345294973872799e-51,chr11,95068073,95068075,down
SLC4A4,30088.5184739173,-0.253120537661779,0.0134565694504677,-18.8101832783972,6.23219468816372e-79,5.42688372091665e-77,chr4,71567045,71567047,down
EEF2KMT,1844.27601830792,0.21043774379439,0.0622067375534677,3.38287703343253,0.0007173074188503,0.0030128457929453,chr16,5085632,5085634,up
SRPK1,24777.7731092624,0.12504369572875,0.0152442327968954,8.20268867543243,2.35069392981598e-16,3.7426216837632e-15,chr6,35921044,35921180,up
TARSL2,17842.7191712225,0.28158029258898,0.0179689413701774,15.6703885214024,2.41101072898802e-55,1.39186756417541e-53,chr15,101654582,101654584,up
RNF169,28337.7950661335,0.142228850966566,0.0140580346846528,10.1172641949616,4.63181364530895e-24,1.1245495216422198e-22,chr11,74836728,74836730,up
UBE2N,16802.4384615489,0.141025145750608,0.0181549446597655,7.7678642592144,7.982053262930721e-15,1.15093676419335e-13,chr12,93410039,93410041,up
CC2D1B,6678.48879306735,-0.104196950211246,0.0309812095810732,-3.36323053942029,0.0007703600145416,0.003214886625612,chr1,52353519,52353521,down
SREK1IP1,5836.46788159517,0.206859445116343,0.033940764905265,6.094719600272,1.0962944229717501e-09,1.02384308992575e-08,chr5,64724384,64724386,up
APOF,470.430485304569,0.325634596273018,0.124276448265307,2.62024382590858,0.0087866918352546,0.0277918355592764,chr12,56361225,56361227,up
BLZF1,15006.3578396022,0.126038855391502,0.019677791875768,6.4051320487189,1.5023929296284e-10,1.5245962626378901e-09,chr1,169387180,169387182,up
GTF2IP4,8385.68544561375,0.11777948647319,0.0283272930670324,4.15780943821502,3.21313877385419e-05,0.0001725221979609,chr7,73206152,73207296,up
MTERF3,2712.59587120048,0.144104781857242,0.052245479376424,2.75822489480821,0.0058116199714101,0.0194181608776783,chr8,96239491,96239493,up
TSTD2,11760.7070058969,0.133566490136021,0.0237451124191805,5.62500980320187,1.85497440004802e-08,1.54205258525592e-07,chr9,97602469,97602471,up
NUP58,17702.1837419968,0.103924629976276,0.0188583203727764,5.51081050284306,3.57185106610927e-08,2.88020913437378e-07,chr13,25340132,25340134,up
MAP2K4,12718.9676543277,-0.124374693191032,0.0219109614646142,-5.67636857889121,1.37584165856391e-08,1.15670139870742e-07,chr17,12141258,12141260,down
GUCY1A3,67343.1547966211,-0.439968950602801,0.0092808854741895,-47.4059239095632,0.0,0.0,chr4,155730229,155730231,down
KNTC1,9544.61002930626,-0.137891123681291,0.0254353292073334,-5.42124391460737,5.91857375954113e-08,4.66866443269067e-07,chr12,122626226,122626228,down
CREB3,6318.82701250305,0.102679997917054,0.0319932191897754,3.20943001415342,0.0013299842009589,0.0052429093931076,chr9,35736724,35736726,up
ZMIZ2,1736.00941714418,-0.197723093605639,0.0643961192870456,-3.07041939475093,0.0021375837610712,0.0080257703358971,chr7,44767621,44767623,down
TGFBR3,4626.12971724721,-0.41473819360037,0.0382566785236782,-10.8409357425966,2.20207042681486e-27,6.129227096922001e-26,chr1,91885878,91886279,down
COMTD1,991.847769615197,0.249985190106702,0.0867911647205236,2.88030689427524,0.0039728824235932,0.0138477023998283,chr10,75234073,75234075,up
SLC25A30,9132.37518680304,-0.15698015694151,0.0256929504120243,-6.10985326418733,9.97227849983726e-10,9.37502442563109e-09,chr13,45395974,45395976,down
SDHC,4387.48884096561,0.11300359743923,0.0390504202897796,2.8937869708103,0.0038062630103278,0.0133531896335765,chr1,161362329,161364745,up
COX11,9843.75611672557,-0.104048153269032,0.0252397503121981,-4.1223923367715,3.74957871955884e-05,0.0001991300971099,chr17,54968281,54968703,down
LOXL2,209.882352990714,-0.487645530410519,0.203955410383387,-2.39094187054839,0.01680521336503,0.0485259097296634,chr8,23298043,23298045,down
TBC1D19,2655.05169098735,0.171839867290106,0.0537073574021871,3.19955915915364,0.0013763793660228,0.0054036933100855,chr4,26754945,26754947,up
ZNF252P-AS1,378.971685990626,-0.367170811676313,0.146972606267784,-2.4982261728919,0.012481653052377,0.0377696614496992,chr8,145002811,145006046,down
SLC2A3,55.5140308998389,-5.37496077776996,1.46945496998691,-3.65779209812591,0.0002543972637528,0.0011686678898069,chr12,7921413,7921415,down
BLOC1S6,56466.8758742751,0.127610404919763,0.0104005254636497,12.2696113158674,1.3188492294115e-34,4.65088301783643e-33,chr15,45606395,45609716,up
RHOT1,19335.0283694644,0.187791677894545,0.0173435794489174,10.8277347503526,2.54370202377464e-27,7.067501505271879e-26,chr17,32224616,32225771,up
ZNF736,14630.3179327463,0.173850929848885,0.0197995644490138,8.78054314258128,1.62687095136771e-18,2.96932523641318e-17,chr7,64336994,64336996,up
NCK2,3698.90761069556,0.234806180735958,0.0467081076886347,5.02709684368336,4.97960912258138e-07,3.49155049004391e-06,chr2,105893174,105893176,up
NR2C2AP,1178.8054645207,0.205158383413864,0.0813143155192595,2.52302908908176,0.0116348776098653,0.0355245518716885,chr19,19201474,19201476,up
ZNF568,6714.56965844937,0.101135608642849,0.0314155457378424,3.21928542915692,0.0012851049773134,0.005080124595837,chr19,36951086,36951088,up
NARS2,7165.22772413853,0.213424846211265,0.0319604258929614,6.67778479942807,2.4258088840292398e-11,2.63125143182768e-10,chr11,78436670,78436672,up
ATAD3A,5295.25568510918,-0.143994355692788,0.0352543228019152,-4.0844453743121,4.41822181862138e-05,0.000231952925183,chr1,1534070,1534072,down
DUXAP10,12592.2960074583,0.125580333296539,0.0222524086293495,5.64344900312979,1.66676912713941e-08,1.39153349677139e-07,chr14,19337580,19337674,up
RAB27B,3286.47804601189,0.220475043733925,0.0463559587972002,4.75613167011533,1.97337785448189e-06,1.2720860470558e-05,chr18,54889411,54889413,up
C17orf80,8388.5073071134,0.101169416108817,0.0276890726444688,3.65376686347878,0.0002584209307462,0.0011843596140964,chr17,73247241,73248956,up
TBCB,8972.82764687736,-0.121002835290666,0.0260135646325236,-4.65152842372788,3.29483849700281e-06,2.06290994804158e-05,chr19,36125780,36125782,down
THNSL1,8794.09315277695,0.22374367224415,0.0262938303815959,8.50936014255104,1.7489581146236802e-17,3.00894151574385e-16,chr10,25025453,25025455,up
FKTN,15658.5118195634,0.177350840810636,0.0207808652196497,8.53433381796532,1.40965290901909e-17,2.44407785237826e-16,chr9,105635262,105635264,up
POTEJ,757.675179331008,-0.265570764317229,0.0993647714978125,-2.67268530198427,0.0075246803407828,0.0242813295500096,chr2,130657875,130657877,down
CPEB4,33496.3460228713,0.382116254553869,0.0136167700277282,28.0621802215764,2.8370413002496403e-173,6.6001436935807805e-171,chr5,173956135,173956137,up
FAM173A,555.082248084307,-0.536820721221995,0.120031316719522,-4.47233885200466,7.73687004315726e-06,4.57144023361229e-05,chr16,722555,722557,down
HSPA8,644670.835594121,0.205935499164774,0.0058969274857156,34.9225083170208,3.38612114915048e-267,1.22742954306531e-264,chr11,123057734,123057736,up
ACP2,1831.55226023858,-0.164098237128021,0.062532662175655,-2.62420040053735,0.0086852665915624,0.0275212950523854,chr11,47240116,47240118,down
MCL1,85440.7403311604,0.286177657002049,0.0085119501486936,33.6206923211326,8.36294953959901e-248,2.6602713157903997e-245,chr1,150577364,150577366,up
SYNGR2,17236.7458051611,-0.125415911934901,0.019426541484878,-6.45590528980815,1.07573872928058e-10,1.10240233880976e-09,chr17,78171934,78171936,down
HDDC2,10317.5759162167,0.15825706542334,0.0264075707109635,5.99286724081883,2.0617316023335503e-09,1.88371691005704e-08,chr6,125276146,125276148,up
IRGQ,8968.73051440608,0.131903342889049,0.0259798367952579,5.07714286000155,3.8315278702473e-07,2.72952581871776e-06,chr19,43592026,43592028,up
TRMT6,2736.62596346235,-0.154760944646626,0.0518819361071662,-2.98294466742636,0.0028548960243406,0.0103824695126918,chr20,5938535,5938537,down
MSH2,2126.86736127482,-0.170138343434382,0.0583418235760278,-2.91623286702149,0.0035428596444481,0.0125420289071116,chr2,47482947,47482949,down
CD200,370.172063835369,0.476977154834298,0.144592010842032,3.29877945577091,0.0009710617065834,0.0039571081883702,chr3,112361548,112361550,up
TOMM70A,33765.891742987,0.146500433134779,0.0133832994762291,10.9465108656492,6.90566672976997e-28,1.9535141073852002e-26,chr3,100365564,100365566,up
SDF4,20013.8755346405,-0.165851341860313,0.0173968053931832,-9.53343663459617,1.52160843584917e-21,3.29865239076231e-20,chr1,1217512,1217514,down
SLC43A2,4072.25819867772,-0.256151954685876,0.0439659772419898,-5.82614036476455,5.6723912300412105e-09,4.94494195204991e-08,chr17_KI270861v1_alt,5632,5634,down
NFKBIA,4649.53643686139,-0.377333661222058,0.0387834753652136,-9.72923797232734,2.26281698731882e-22,5.12653028798523e-21,chr14,35402013,35402015,down
ECE1,3459.10506982987,-0.144881083916904,0.0448138892624466,-3.23295046025636,0.0012251880701795,0.00487417214137,chr1,21219955,21219957,down
SNORD141B,7677.96076151497,-0.372454856624485,0.0906256940940796,-4.10981521683945,3.9597585120442e-05,0.000209649306818,chr9,133020430,133020534,down
MEX3A,8723.66392255392,0.232338711005481,0.0272304055253562,8.53232651232953,1.43433551476781e-17,2.48410974096509e-16,chr1,156076574,156076576,up
RPL13AP20,4771.38343176589,0.178518008070558,0.0372964673560082,4.78645889881579,1.69749682311093e-06,1.10660321964994e-05,chr12,12875477,12876136,up
LATS2,2417.26907780302,-0.26106279236021,0.0555317572645056,-4.70114408799872,2.5870787469741e-06,1.64658213266988e-05,chr13,20974870,20974872,down
TMEM75,290.436134726536,-0.454134304123055,0.166910698652165,-2.72082201914121,0.0065119812080111,0.0214501798582565,chr8,127946559,127948723,down
TSR1,23517.7806440707,0.149841861879807,0.0160131451896107,9.35742854420781,8.17008333272834e-21,1.71165442079619e-19,chr17,2324196,2324198,up
UBLCP1,7623.05903743949,0.199771274718926,0.0288346441579732,6.92816854699025,4.26323642608638e-12,4.8717790449712894e-11,chr5,159284929,159284931,up
MKNK2,25710.6612561059,0.188456541347608,0.0150076120949359,12.5573968833589,3.6204914240561895e-36,1.34044180111078e-34,chr19,2037739,2037741,up
TMEM259,4917.4588561966,-0.303271878011429,0.0370958438506277,-8.17536000077533,2.94983773171722e-16,4.64905164047283e-15,chr19,1010350,1010352,down
RPE,8947.05889355848,0.110198931502387,0.0268811606461439,4.09948561942747,4.14069396455734e-05,0.0002181913347719,chr2,210019789,210019791,up
FRA10AC1,1585.10344758209,0.246102877918332,0.0676202350451971,3.63948569172878,0.0002731831156215,0.0012472481614508,chr10,93669826,93669828,up
MTIF3,4602.17910526047,0.175331665449236,0.0411847532265608,4.2571983977838,2.07004642345753e-05,0.0001148249594392,chr13,27435675,27435677,up
BIVM,6092.40709789418,0.148120041682783,0.0325902739001945,4.54491552100452,5.4957291294917e-06,3.3305571516869e-05,chr13,102839863,102839865,up
F2R,4165.07925492848,0.107089082792142,0.0402080226340441,2.66337600749036,0.0077360916441473,0.0248726197312964,chr5,76733501,76733503,up
DEGS1,13423.1642085425,-0.713577549451269,0.0212134207936394,-33.6380236074526,4.66672105050612e-248,1.5154204377966401e-245,chr1,224192476,224192478,down
WTAPP1,381.709054133482,0.339598168652268,0.138759331304662,2.4473897752263,0.0143895131025726,0.0427788176101085,chr11,102836438,102836766,up
TAS2R19,134.832248079062,-0.600653941537792,0.239899574129791,-2.50377243776525,0.0122877037873314,0.0372440392195103,chr12_KI270904v1_alt,220366,220368,down
TRPM8,582.464368876685,-1.67772299708549,0.118888218783636,-14.1117683000934,3.21416133369463e-45,1.49549649875517e-43,chr2,234014610,234014612,down
AKIRIN1,15897.0774407362,-0.104057603327414,0.0199170354322648,-5.22455280462297,1.74576504654904e-07,1.30760402597597e-06,chr1,39004053,39004055,down
DPM1,7431.40587192825,0.128625589229179,0.0308990807143436,4.16276427180145,3.14417916057233e-05,0.0001691108370456,chr20,50935132,50935134,up
DNAJB11,13787.5148717659,0.232498535136809,0.0202725223136645,11.4686535567454,1.8958612761269e-30,5.80565613182514e-29,chr3,186585406,186585408,up
LHFPL2,1896.63515849425,0.204569686895868,0.0625585169863718,3.27005333167398,0.0010752720970148,0.0043341779612544,chr5,78488897,78488899,up
RAB27A,660.366134051278,-0.321822175987509,0.106828605626188,-3.01250937519134,0.0025909743280158,0.0095114264839337,chr15,55205507,55205509,down
PDE4DIP,7174.78826134021,0.160884096708878,0.0313820526309748,5.12662758554174,2.94978184427463e-07,2.13951836234102e-06,chr1,148992258,148992260,up
EMG1,3830.86875598867,-0.155882397142625,0.043030970611404,-3.62256288732919,0.0002916985134275,0.0013224853777762,chr12,6975807,6975809,down
UNC13A,548.400882732812,0.337178782200512,0.115174411402145,2.92754942782569,0.0034164475175491,0.01213586313948,chr19,17606054,17606056,up
RIC8B,5256.42928604601,-0.343857874252403,0.0367058934400471,-9.36792002663106,7.3975911753568e-21,1.55399263679631e-19,chr12,106886013,106886015,down
RNVU1-18,277.583933426599,0.677000150126639,0.163976649835343,4.12863752739458,3.6491914817378e-05,0.0001941369548092,chr1_KI270713v1_random,21861,22024,up
THOC2,44375.6975408967,0.139950464674802,0.0119412606700175,11.719907013352,1.00782558185235e-31,3.2389644008933e-30,chrX,123610936,123610938,up
SLF1,2050.74367484765,-0.187110030683533,0.0605307583277441,-3.09115622953911,0.0019937870081483,0.0075338906037482,chr5,94695310,94695312,down
UQCRH,35387.094996266,-0.147600800582621,0.0134038678205326,-11.0118066336434,3.35213444148908e-28,9.53462035392158e-27,chr1,46316582,46316584,down
GLRX3,8149.21493700953,0.245995865868958,0.0274130054396915,8.97369193648426,2.8673847386126403e-19,5.4438399416267004e-18,chr10,130179390,130179392,up
TMEM87A,33356.5222830729,0.14669776012843,0.0127950963402894,11.4651547926611,1.9740630323092197e-30,6.03327852639291e-29,chr15,42258949,42258951,up
DLST,10215.9491068254,-0.147912312455545,0.0240454604000434,-6.15136121308277,7.682073355585601e-10,7.283484026369391e-09,chr14,74902196,74903747,down
MRPL54,1473.36608589061,-0.186529291553603,0.0711128387516675,-2.62300443672316,0.008715813755591,0.0276068662890463,chr19,3767391,3767393,down
IRAK1,21962.8892947628,-0.158357715793758,0.0160647671107656,-9.85745480789674,6.364216153095151e-23,1.48947503270712e-21,chrX,154011859,154011861,down
WDR89,14184.3210559606,0.150643401897328,0.0203420011192407,7.40553503140065,1.30622750999234e-13,1.7196088005279198e-12,chr14,63598779,63598781,up
STXBP1,4982.60844616475,-0.135434887009079,0.0370342588594775,-3.65701626493924,0.0002551681949218,0.0011718640701963,chr9,127690855,127690857,down
SCAMP2,2961.03267798544,-0.124583616141242,0.0500993416812527,-2.48673160086376,0.012892262308503,0.0388162435006059,chr15,74845083,74845085,down
ZC3H12A,2150.41443298386,0.188617256448915,0.0577984316346879,3.26336288225018,0.0011009844641204,0.0044252307483873,chr1,37483609,37483611,up
E4F1,2817.22097813102,-0.185579210496156,0.0517544855228953,-3.58576089823284,0.0003360967981162,0.0015053852851256,chr16,2235232,2235234,down
CPSF3L,7178.908018864,-0.145767520319122,0.0293837045659143,-4.96082854332177,7.01931296617628e-07,4.83473403463498e-06,chr1,1311859,1311861,down
ESD,8918.88401898726,0.157677418983656,0.026176278903388,6.02367584657909,1.70499676455437e-09,1.57346267431078e-08,chr13,46771416,46771418,up
WDR55,5946.31479259412,0.161325229422851,0.0330541330909796,4.88063713481193,1.05743652316539e-06,7.10748731633417e-06,chr5,140669652,140669654,up
PHIP,52238.7183872383,0.188723934080817,0.0102860780336086,18.3475114095171,3.45582201018406e-75,2.8652073230180303e-73,chr6,78940693,78940695,up
SLC37A3,26299.7906335309,0.206210253371385,0.0147578899585698,13.9728818923493,2.2820227657465803e-44,1.043105244859e-42,chr7,140335412,140335414,up
ZNF285,1631.82380572806,0.160729020559239,0.0666874054340841,2.41018554422708,0.0159444094632417,0.0465231330491501,chr19,44386472,44386474,up
PEX10,7018.65064191582,-0.306966658984089,0.0303853694782616,-10.1024494437594,5.3879314390812304e-24,1.30002611982909e-22,chr1,2405766,2405768,down
TNS3,127.135003740908,-1.19753336905374,0.257451615590278,-4.65148904312786,3.29546787106149e-06,2.06290994804158e-05,chr7,47278076,47278078,down
PTGER4,453.966595885418,-1.24313949442914,0.13113633278526,-9.47974880817221,2.5489592153644202e-21,5.44255168354592e-20,chr5,40692376,40692378,down
GLYATL2,524.270448109162,-0.424783216025363,0.118477450824586,-3.58535074032173,0.000336625487444,0.0015068872696125,chr11,58834429,58834431,down
MFHAS1,3846.12121376399,-0.32205600405087,0.042576957500089,-7.56409154059909,3.90584615453156e-14,5.34977363890012e-13,chr8,8786022,8786024,down
