gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end,up_down
ST6GALNAC1,161.835810181987,-1.44483552304435,0.225258629017295,-6.41411842621764,1.41640074445595e-10,1.43920719712092e-09,chr17,76625330,76625332,down
TRIM53AP,40.3429571784229,-1.84583041059705,0.502924021198848,-3.67019735147476,0.0002423632759626,0.0011193233725716,chr11,90002318,90002508,down
WWTR1,240.980794686955,-1.48582975106112,0.187862412838271,-7.90913801549145,2.5917715451949903e-15,3.8732447818748204e-14,chr3,149520805,149520807,down
KCNG3,832.018867659654,-1.53396881029594,0.101280791792238,-15.1457031797563,8.088484471874551e-52,4.30290810454296e-50,chr2,42443934,42443936,down
NPPC,55.8788562855672,-2.74592180414121,0.457686430896079,-5.99957005228476,1.97840665855669e-09,1.8097080156645e-08,chr2,231925425,231925427,down
SLC45A3,8836.35199401178,-1.84944551761243,0.0297915211398065,-62.0795933491715,0.0,0.0,chr1,205659234,205659236,down
SLC38A4,79.052676012305,-2.08874684301046,0.370228916695102,-5.64177120916416,1.68309658820642e-08,1.40441255462385e-07,chr12,46766701,46766703,down
DSC1,99.3361653490613,-1.07148318132151,0.305374024100984,-3.50875679251348,0.0004502063867092,0.0019767230844048,chr18,31130514,31130516,down
MAF,1771.1246646329,-1.41706435392372,0.0666294233661351,-21.2678465808838,2.2539263525783298e-100,2.76629528012901e-98,chr16,79598781,79598783,down
LBH,165.729686633596,-1.04661672333068,0.220847312902229,-4.73909648062608,2.14673278401587e-06,1.37813525141908e-05,chr2,30257619,30257621,down
BAGE4,291.415200911737,-5.02368581928869,1.90713047162547,-2.63415948412116,0.0084345859376744,0.0268525104188179,chr21,10414913,10414915,down
CHKB-CPT1B,637.084223865111,-1.78747207396817,0.43649729053014,-4.09503589769647,4.22102980370587e-05,0.0002221992284713,chr22,50582558,50582999,down
ZBTB16,9010.04750712909,-1.63087864396136,0.0274884841266994,-59.3295227355697,0.0,0.0,chr11,114250553,114250555,down
STEAP4,52.0987599687443,-2.63313600520777,0.469782530902239,-5.60501047186814,2.08242373684818e-08,1.72194900722825e-07,chr7,88279398,88279400,down
CCDC152,234.323947065327,-1.86059453069112,0.462823583205883,-4.02009447704278,5.81748069716661e-05,0.000301044854728,chr5,42799779,42799781,down
FAM225A,80.8297117215907,-1.08940559656746,0.330057357242487,-3.30065539416864,0.0009645928016131,0.003932942277938,chr9,113114420,113119846,down
DYX1C1-CCPG1,2735.96901563739,14.9128102733284,1.44362727161878,10.3300973641252,5.15082757793185e-25,1.3033433353445401e-23,chr15,55498207,55498584,up
GSTT2B,56.6253632161595,1.14632648801158,0.442833118715713,2.58861959407218,0.0096361479467289,0.0301240750191866,chr22_KI270879v1_alt,194085,194087,up
POTEH-AS1,89.9583750686506,-2.97524092006422,0.665948833861928,-4.46767194231783,7.90754474570499e-06,4.66521195879272e-05,chr22,15702960,15703354,down
ZNF625-ZNF20,141.424501393559,23.3296086287158,4.78513409908199,4.87543465776467,1.08569130401608e-06,7.29111174308432e-06,chr19,12156556,12156731,up
KCNN2,4694.86378344258,-1.03860618628148,0.0388004313172055,-26.7679031140287,7.642619857647259e-158,1.6318563797417501e-155,chr5,114495895,114496500,down
KLK2,2609.27991665526,-1.42488823571162,0.0540634554516317,-26.3558483971933,4.39835601263156e-153,9.02068094327476e-151,chr19,50878404,50880567,down
LOC440910,65.9752998244024,-1.18250413937578,0.362004735427895,-3.26654328976677,0.0010886916114582,0.0043792093284642,chr2,131298787,131299819,down
MAGEA2B,113.03614414632,-1.06505424830354,0.278675142689901,-3.8218487591794,0.0001324549197745,0.0006453813174512,chrX,152750419,152750421,down
UBE2F-SCLY,74.7002107186479,-1.59143660907552,0.357574236179823,-4.45064674143689,8.56120707057418e-06,5.0242294657018e-05,chr2,238098202,238099413,down
LOC100508046,111.651045502423,-3.17322405404717,0.331743614903166,-9.56529051802072,1.11886790569749e-21,2.44254818572925e-20,chr14,18980348,18980793,down
TRIM49D1,63.7317795944106,-9.38636524473988,1.48322456213271,-6.32835073284071,2.47795399095165e-10,2.46640286442933e-09,chr11,89932883,89932885,down
DYX1C1,757.358012370377,-1.47754642734581,0.102655992371115,-14.3931824457386,5.71064922676127e-47,2.7643443943331602e-45,chr15,55430696,55430698,down
ARHGAP24,62.2311893549157,-1.02972082475944,0.380633066843599,-2.70528473340062,0.0068245864728376,0.0223772105846808,chr4,86000720,86000722,down
TAL2,40.5898844003555,1.20352519314073,0.500061380523024,2.4067549305286,0.0160949663509761,0.046874484400722,chr9,105662821,105662823,up
BIVM-ERCC5,124.475626363618,-23.6968314879742,4.78516727999444,-4.95214275727509,7.34007235641184e-07,5.04451974512307e-06,chr13,102875901,102875903,down
PMEPA1,4657.27500264638,-1.61091078156902,0.0404936377541941,-39.7818242793503,0.0,0.0,chr20,57652053,57652055,down
TMCC3,772.118657571716,-1.82216913554561,0.106229530756932,-17.1531317380567,5.9554663404052e-66,4.18143485801333e-64,chr12,94571435,94571437,down
PHLDB2,186.150161715536,-1.90953604906932,0.230733668028774,-8.27593157679611,1.27455175483565e-16,2.06297385281654e-15,chr3,111974561,111974563,down
EFCAB12,385.264751796263,-1.12718519966994,0.148317178485762,-7.5998290365141,2.96522222032272e-14,4.10105756416773e-13,chr3,129401593,129401595,down
CHRNA2,93.2085834244963,-2.02654377107314,0.325954527584328,-6.21725915603012,5.05913824780243e-10,4.89793713468922e-09,chr8,27461629,27461631,down
LIMS3-LOC440895,301.149845505401,-1.87810600368218,0.178524935656622,-10.520132645753,6.97752832674993e-26,1.84024930675213e-24,chr2,110472597,110473075,down
SGK1,483.06548807916,-2.93277130091578,0.152270567116334,-19.2602638609414,1.15787030725877e-82,1.1072223606897199e-80,chr6,134170268,134170270,down
LAMA1,234.887487774464,-1.27898143072208,0.184488280261691,-6.93258904526553,4.13207283281395e-12,4.73578082684346e-11,chr18,6942079,6942081,down
NPNT,76.2324732770471,-1.16519995184572,0.34844121331742,-3.34403597310476,0.0008256903016996,0.0034138023163376,chr4,105968988,105968990,down
TNKS2-AS1,86.1664805268092,-1.03061519070937,0.354581719066697,-2.90656606161785,0.003654197298083,0.0128835044752818,chr10,91797813,91798196,down
FMN1,148.522589955019,-1.0051545981061,0.23579193342371,-4.2628879771721,2.01801699002257e-05,0.0001123386815124,chr15_KI270905v1_alt,4988908,4988910,down
ADH1C,74.1636193634526,-1.03475972821894,0.347191052499882,-2.98037556200931,0.002878951805006,0.0104504475511478,chr4,99352658,99353045,down
PER1,413.826604538148,-1.1951232303014,0.139636428790895,-8.55882122344375,1.14027377995004e-17,1.98364368393764e-16,chr17,8141068,8141070,down
GPBAR1,39.1191753129595,-1.37372203754808,0.4980125091981,-2.75840869893016,0.005808352803534,0.0194155683355533,chr2,218263715,218263717,down
SNX22,2604.85233427342,-1.79320109370403,0.0569544034070232,-31.4848543121234,1.40022849733062e-217,4.04173362738747e-215,chr15,64154506,64154508,down
HPGD,106.702522107851,-1.51376388013954,0.285493890613382,-5.30226365575537,1.14375491820234e-07,8.76485147985243e-07,chr4,174492056,174492058,down
KLF5,507.95880877492,-1.04000873405325,0.123701379727818,-8.40741418035587,4.19148841804661e-17,7.00243622423284e-16,chr13,73075884,73075886,down
F5,457.907500086355,-1.74394417161433,0.138739698965028,-12.5699002133046,3.0911381456225696e-36,1.14718024466236e-34,chr1,169514313,169514315,down
RNU1-27P,34613.2582932364,1.07752297549579,0.125501581650135,8.58573223801786,9.025967118121219e-18,1.57721692231116e-16,chr1_KI270713v1_random,21861,22024,up
CORO7-PAM16,111.933555077692,-23.5917813205293,4.78521451944116,-4.93014079612975,8.21703736270269e-07,5.6076603052735e-06,chr16_KI270855v1_alt,40683,40685,down
FAM13C,45.8119970301371,-1.33790339241267,0.473978112375398,-2.82271133936462,0.0047619425157434,0.0162737114652255,chr10,59247614,59247616,down
CCDC141,231.298672668697,-11.2461875791267,1.45212570588977,-7.74463776346122,9.585471846326811e-15,1.37830949878871e-13,chr2,178834173,178834175,down
HNRNPUL2,4851.41083650873,1.17847651596812,0.0418189840969781,28.1804195251428,1.01624030082946e-174,2.40002084379225e-172,chr11,62715299,62715301,up
GREB1,3276.32986632704,-1.0067909360948,0.0469776245237305,-21.4312866242571,6.82674236806838e-102,8.722002728777209e-100,chr2,11591422,11591424,down
RFX6,118.508829210232,-1.27536617695214,0.267046555293112,-4.77581961524385,1.78976775407274e-06,1.15948088041279e-05,chr6,116931504,116931506,down
HNRNPUL2-BSCL2,2745.24566497039,-14.8154391013983,1.44361838021773,-10.2627116033004,1.03751657725726e-24,2.59006423646085e-23,chr11,62726619,62727384,down
TRIM49D2,154.596326480973,-2.47588400545941,0.25744729581532,-9.61705190034502,6.77449499594932e-22,1.49566648019635e-20,chr11,89932883,89932885,down
